"동별","연령별","시점","계","한국인","등록외국인",
"합계","합계","2025. 1/4","9602826","9335734","267092",
"합계","0~4세","2025. 1/4","205595","201873","3722",
"합계","5~9세","2025. 1/4","280911","275078","5833",
"합계","10~14세","2025. 1/4","356556","351729","4827",
"합계","15~19세","2025. 1/4","379742","371868","7874",
"합계","20~24세","2025. 1/4","570525","523527","46998",
"합계","25~29세","2025. 1/4","819346","774157","45189",
"합계","30~34세","2025. 1/4","825292","798609","26683",
"합계","35~39세","2025. 1/4","670690","646833","23857",
"합계","40~44세","2025. 1/4","721372","701259","20113",
"합계","45~49세","2025. 1/4","694249","677737","16512",
"합계","50~54세","2025. 1/4","788526","771097","17429",
"합계","55~59세","2025. 1/4","733224","713274","19950",
"합계","60~64세","2025. 1/4","703122","688150","14972",
"합계","65~69세","2025. 1/4","640972","633335","7637",
"합계","70~74세","2025. 1/4","455827","452517","3310",
"합계","75~79세","2025. 1/4","342898","341723","1175",
"합계","80~84세","2025. 1/4","237347","236887","460",
"합계","85~89세","2025. 1/4","123393","123091","302",
"합계","90~94세","2025. 1/4","41874","41733","141",
"합계","95~99세","2025. 1/4","9814","9751","63",
"합계","100세 이상","2025. 1/4","1551","1506","45",
"종로구","합계","2025. 1/4","149478","138184","11294",
"종로구","0~4세","2025. 1/4","2360","2203","157",
"종로구","5~9세","2025. 1/4","3392","3152","240",
"종로구","10~14세","2025. 1/4","4621","4394","227",
"종로구","15~19세","2025. 1/4","5460","5076","384",
"종로구","20~24세","2025. 1/4","11712","8508","3204",
"종로구","25~29세","2025. 1/4","14921","12277","2644",
"종로구","30~34세","2025. 1/4","12330","11326","1004",
"종로구","35~39세","2025. 1/4","9152","8377","775",
"종로구","40~44세","2025. 1/4","10008","9309","699",
"종로구","45~49세","2025. 1/4","9651","9108","543",
"종로구","50~54세","2025. 1/4","12206","11743","463",
"종로구","55~59세","2025. 1/4","11907","11531","376",
"종로구","60~64세","2025. 1/4","11516","11245","271",
"종로구","65~69세","2025. 1/4","9892","9720","172",
"종로구","70~74세","2025. 1/4","6787","6725","62",
"종로구","75~79세","2025. 1/4","5483","5441","42",
"종로구","80~84세","2025. 1/4","4331","4316","15",
"종로구","85~89세","2025. 1/4","2551","2542","9",
"종로구","90~94세","2025. 1/4","937","931","6",
"종로구","95~99세","2025. 1/4","218","217","1",
"종로구","100세 이상","2025. 1/4","43","43","-",
"사직동","합계","2025. 1/4","9177","8937","240",
"사직동","0~4세","2025. 1/4","155","150","5",
"사직동","5~9세","2025. 1/4","253","245","8",
"사직동","10~14세","2025. 1/4","322","316","6",
"사직동","15~19세","2025. 1/4","312","309","3",
"사직동","20~24세","2025. 1/4","408","400","8",
"사직동","25~29세","2025. 1/4","652","636","16",
"사직동","30~34세","2025. 1/4","831","815","16",
"사직동","35~39세","2025. 1/4","645","614","31",
"사직동","40~44세","2025. 1/4","767","723","44",
"사직동","45~49세","2025. 1/4","691","656","35",
"사직동","50~54세","2025. 1/4","773","751","22",
"사직동","55~59세","2025. 1/4","722","708","14",
"사직동","60~64세","2025. 1/4","681","667","14",
"사직동","65~69세","2025. 1/4","614","602","12",
"사직동","70~74세","2025. 1/4","388","386","2",
"사직동","75~79세","2025. 1/4","337","335","2",
"사직동","80~84세","2025. 1/4","304","304","-",
"사직동","85~89세","2025. 1/4","208","207","1",
"사직동","90~94세","2025. 1/4","82","81","1",
"사직동","95~99세","2025. 1/4","25","25","-",
"사직동","100세 이상","2025. 1/4","7","7","-",
"삼청동","합계","2025. 1/4","2441","2189","252",
"삼청동","0~4세","2025. 1/4","37","32","5",
"삼청동","5~9세","2025. 1/4","66","48","18",
"삼청동","10~14세","2025. 1/4","97","70","27",
"삼청동","15~19세","2025. 1/4","106","84","22",
"삼청동","20~24세","2025. 1/4","83","80","3",
"삼청동","25~29세","2025. 1/4","159","150","9",
"삼청동","30~34세","2025. 1/4","152","141","11",
"삼청동","35~39세","2025. 1/4","162","137","25",
"삼청동","40~44세","2025. 1/4","200","165","35",
"삼청동","45~49세","2025. 1/4","172","135","37",
"삼청동","50~54세","2025. 1/4","188","166","22",
"삼청동","55~59세","2025. 1/4","180","170","10",
"삼청동","60~64세","2025. 1/4","191","184","7",
"삼청동","65~69세","2025. 1/4","195","185","10",
"삼청동","70~74세","2025. 1/4","136","132","4",
"삼청동","75~79세","2025. 1/4","133","128","5",
"삼청동","80~84세","2025. 1/4","97","96","1",
"삼청동","85~89세","2025. 1/4","55","54","1",
"삼청동","90~94세","2025. 1/4","27","27","-",
"삼청동","95~99세","2025. 1/4","5","5","-",
"삼청동","100세 이상","2025. 1/4","-","-","-",
"부암동","합계","2025. 1/4","9282","9016","266",
"부암동","0~4세","2025. 1/4","120","120","-",
"부암동","5~9세","2025. 1/4","234","234","-",
"부암동","10~14세","2025. 1/4","371","371","-",
"부암동","15~19세","2025. 1/4","411","408","3",
"부암동","20~24세","2025. 1/4","519","454","65",
"부암동","25~29세","2025. 1/4","640","571","69",
"부암동","30~34세","2025. 1/4","709","667","42",
"부암동","35~39세","2025. 1/4","556","526","30",
"부암동","40~44세","2025. 1/4","678","659","19",
"부암동","45~49세","2025. 1/4","681","670","11",
"부암동","50~54세","2025. 1/4","837","831","6",
"부암동","55~59세","2025. 1/4","787","778","9",
"부암동","60~64세","2025. 1/4","724","721","3",
"부암동","65~69세","2025. 1/4","667","662","5",
"부암동","70~74세","2025. 1/4","431","428","3",
"부암동","75~79세","2025. 1/4","380","379","1",
"부암동","80~84세","2025. 1/4","265","265","-",
"부암동","85~89세","2025. 1/4","180","180","-",
"부암동","90~94세","2025. 1/4","63","63","-",
"부암동","95~99세","2025. 1/4","26","26","-",
"부암동","100세 이상","2025. 1/4","3","3","-",
"평창동","합계","2025. 1/4","17426","17233","193",
"평창동","0~4세","2025. 1/4","368","367","1",
"평창동","5~9세","2025. 1/4","550","549","1",
"평창동","10~14세","2025. 1/4","756","751","5",
"평창동","15~19세","2025. 1/4","769","768","1",
"평창동","20~24세","2025. 1/4","885","883","2",
"평창동","25~29세","2025. 1/4","1020","1005","15",
"평창동","30~34세","2025. 1/4","1061","1049","12",
"평창동","35~39세","2025. 1/4","1013","979","34",
"평창동","40~44세","2025. 1/4","1260","1235","25",
"평창동","45~49세","2025. 1/4","1192","1170","22",
"평창동","50~54세","2025. 1/4","1549","1534","15",
"평창동","55~59세","2025. 1/4","1568","1550","18",
"평창동","60~64세","2025. 1/4","1541","1525","16",
"평창동","65~69세","2025. 1/4","1314","1303","11",
"평창동","70~74세","2025. 1/4","868","862","6",
"평창동","75~79세","2025. 1/4","664","661","3",
"평창동","80~84세","2025. 1/4","483","481","2",
"평창동","85~89세","2025. 1/4","358","355","3",
"평창동","90~94세","2025. 1/4","163","162","1",
"평창동","95~99세","2025. 1/4","31","31","-",
"평창동","100세 이상","2025. 1/4","13","13","-",
"무악동","합계","2025. 1/4","7857","7829","28",
"무악동","0~4세","2025. 1/4","188","188","-",
"무악동","5~9세","2025. 1/4","297","297","-",
"무악동","10~14세","2025. 1/4","458","458","-",
"무악동","15~19세","2025. 1/4","445","445","-",
"무악동","20~24세","2025. 1/4","426","425","1",
"무악동","25~29세","2025. 1/4","370","370","-",
"무악동","30~34세","2025. 1/4","397","391","6",
"무악동","35~39세","2025. 1/4","430","425","5",
"무악동","40~44세","2025. 1/4","603","600","3",
"무악동","45~49세","2025. 1/4","631","630","1",
"무악동","50~54세","2025. 1/4","823","818","5",
"무악동","55~59세","2025. 1/4","596","594","2",
"무악동","60~64세","2025. 1/4","622","620","2",
"무악동","65~69세","2025. 1/4","508","505","3",
"무악동","70~74세","2025. 1/4","346","346","-",
"무악동","75~79세","2025. 1/4","279","279","-",
"무악동","80~84세","2025. 1/4","241","241","-",
"무악동","85~89세","2025. 1/4","139","139","-",
"무악동","90~94세","2025. 1/4","47","47","-",
"무악동","95~99세","2025. 1/4","9","9","-",
"무악동","100세 이상","2025. 1/4","2","2","-",
"교남동","합계","2025. 1/4","9674","9512","162",
"교남동","0~4세","2025. 1/4","282","277","5",
"교남동","5~9세","2025. 1/4","409","404","5",
"교남동","10~14세","2025. 1/4","361","351","10",
"교남동","15~19세","2025. 1/4","397","390","7",
"교남동","20~24세","2025. 1/4","424","423","1",
"교남동","25~29세","2025. 1/4","642","634","8",
"교남동","30~34세","2025. 1/4","703","691","12",
"교남동","35~39세","2025. 1/4","724","704","20",
"교남동","40~44세","2025. 1/4","863","838","25",
"교남동","45~49세","2025. 1/4","825","802","23",
"교남동","50~54세","2025. 1/4","899","885","14",
"교남동","55~59세","2025. 1/4","759","745","14",
"교남동","60~64세","2025. 1/4","624","618","6",
"교남동","65~69세","2025. 1/4","562","556","6",
"교남동","70~74세","2025. 1/4","417","416","1",
"교남동","75~79세","2025. 1/4","344","341","3",
"교남동","80~84세","2025. 1/4","239","238","1",
"교남동","85~89세","2025. 1/4","146","146","-",
"교남동","90~94세","2025. 1/4","43","43","-",
"교남동","95~99세","2025. 1/4","11","10","1",
"교남동","100세 이상","2025. 1/4","-","-","-",
"가회동","합계","2025. 1/4","3868","3763","105",
"가회동","0~4세","2025. 1/4","58","55","3",
"가회동","5~9세","2025. 1/4","97","93","4",
"가회동","10~14세","2025. 1/4","148","145","3",
"가회동","15~19세","2025. 1/4","162","157","5",
"가회동","20~24세","2025. 1/4","149","148","1",
"가회동","25~29세","2025. 1/4","219","215","4",
"가회동","30~34세","2025. 1/4","289","278","11",
"가회동","35~39세","2025. 1/4","249","235","14",
"가회동","40~44세","2025. 1/4","294","284","10",
"가회동","45~49세","2025. 1/4","322","303","19",
"가회동","50~54세","2025. 1/4","352","340","12",
"가회동","55~59세","2025. 1/4","330","321","9",
"가회동","60~64세","2025. 1/4","297","294","3",
"가회동","65~69세","2025. 1/4","261","257","4",
"가회동","70~74세","2025. 1/4","196","195","1",
"가회동","75~79세","2025. 1/4","177","175","2",
"가회동","80~84세","2025. 1/4","149","149","-",
"가회동","85~89세","2025. 1/4","79","79","-",
"가회동","90~94세","2025. 1/4","31","31","-",
"가회동","95~99세","2025. 1/4","8","8","-",
"가회동","100세 이상","2025. 1/4","1","1","-",
"종로1.2.3.4가동","합계","2025. 1/4","8506","6670","1836",
"종로1.2.3.4가동","0~4세","2025. 1/4","155","69","86",
"종로1.2.3.4가동","5~9세","2025. 1/4","212","75","137",
"종로1.2.3.4가동","10~14세","2025. 1/4","239","105","134",
"종로1.2.3.4가동","15~19세","2025. 1/4","234","113","121",
"종로1.2.3.4가동","20~24세","2025. 1/4","400","284","116",
"종로1.2.3.4가동","25~29세","2025. 1/4","770","647","123",
"종로1.2.3.4가동","30~34세","2025. 1/4","736","604","132",
"종로1.2.3.4가동","35~39세","2025. 1/4","623","423","200",
"종로1.2.3.4가동","40~44세","2025. 1/4","672","428","244",
"종로1.2.3.4가동","45~49세","2025. 1/4","588","393","195",
"종로1.2.3.4가동","50~54세","2025. 1/4","645","498","147",
"종로1.2.3.4가동","55~59세","2025. 1/4","648","560","88",
"종로1.2.3.4가동","60~64세","2025. 1/4","715","649","66",
"종로1.2.3.4가동","65~69세","2025. 1/4","669","640","29",
"종로1.2.3.4가동","70~74세","2025. 1/4","433","427","6",
"종로1.2.3.4가동","75~79세","2025. 1/4","327","322","5",
"종로1.2.3.4가동","80~84세","2025. 1/4","262","257","5",
"종로1.2.3.4가동","85~89세","2025. 1/4","120","119","1",
"종로1.2.3.4가동","90~94세","2025. 1/4","43","42","1",
"종로1.2.3.4가동","95~99세","2025. 1/4","12","12","-",
"종로1.2.3.4가동","100세 이상","2025. 1/4","3","3","-",
"종로5.6가동","합계","2025. 1/4","5770","5284","486",
"종로5.6가동","0~4세","2025. 1/4","46","43","3",
"종로5.6가동","5~9세","2025. 1/4","106","98","8",
"종로5.6가동","10~14세","2025. 1/4","90","85","5",
"종로5.6가동","15~19세","2025. 1/4","120","103","17",
"종로5.6가동","20~24세","2025. 1/4","479","348","131",
"종로5.6가동","25~29세","2025. 1/4","842","713","129",
"종로5.6가동","30~34세","2025. 1/4","691","621","70",
"종로5.6가동","35~39세","2025. 1/4","371","341","30",
"종로5.6가동","40~44세","2025. 1/4","316","293","23",
"종로5.6가동","45~49세","2025. 1/4","289","269","20",
"종로5.6가동","50~54세","2025. 1/4","393","375","18",
"종로5.6가동","55~59세","2025. 1/4","444","431","13",
"종로5.6가동","60~64세","2025. 1/4","466","458","8",
"종로5.6가동","65~69세","2025. 1/4","356","350","6",
"종로5.6가동","70~74세","2025. 1/4","244","241","3",
"종로5.6가동","75~79세","2025. 1/4","224","223","1",
"종로5.6가동","80~84세","2025. 1/4","171","171","-",
"종로5.6가동","85~89세","2025. 1/4","85","85","-",
"종로5.6가동","90~94세","2025. 1/4","29","28","1",
"종로5.6가동","95~99세","2025. 1/4","8","8","-",
"종로5.6가동","100세 이상","2025. 1/4","-","-","-",
"이화동","합계","2025. 1/4","7538","7018","520",
"이화동","0~4세","2025. 1/4","72","67","5",
"이화동","5~9세","2025. 1/4","94","89","5",
"이화동","10~14세","2025. 1/4","138","134","4",
"이화동","15~19세","2025. 1/4","205","193","12",
"이화동","20~24세","2025. 1/4","652","508","144",
"이화동","25~29세","2025. 1/4","1235","1052","183",
"이화동","30~34세","2025. 1/4","836","783","53",
"이화동","35~39세","2025. 1/4","508","460","48",
"이화동","40~44세","2025. 1/4","441","423","18",
"이화동","45~49세","2025. 1/4","378","368","10",
"이화동","50~54세","2025. 1/4","516","506","10",
"이화동","55~59세","2025. 1/4","508","499","9",
"이화동","60~64세","2025. 1/4","535","525","10",
"이화동","65~69세","2025. 1/4","418","415","3",
"이화동","70~74세","2025. 1/4","344","338","6",
"이화동","75~79세","2025. 1/4","255","255","-",
"이화동","80~84세","2025. 1/4","222","222","-",
"이화동","85~89세","2025. 1/4","127","127","-",
"이화동","90~94세","2025. 1/4","44","44","-",
"이화동","95~99세","2025. 1/4","10","10","-",
"이화동","100세 이상","2025. 1/4","-","-","-",
"창신1동","합계","2025. 1/4","5440","4488","952",
"창신1동","0~4세","2025. 1/4","63","58","5",
"창신1동","5~9세","2025. 1/4","58","43","15",
"창신1동","10~14세","2025. 1/4","75","70","5",
"창신1동","15~19세","2025. 1/4","100","82","18",
"창신1동","20~24세","2025. 1/4","499","204","295",
"창신1동","25~29세","2025. 1/4","571","349","222",
"창신1동","30~34세","2025. 1/4","453","365","88",
"창신1동","35~39세","2025. 1/4","292","235","57",
"창신1동","40~44세","2025. 1/4","274","224","50",
"창신1동","45~49세","2025. 1/4","267","228","39",
"창신1동","50~54세","2025. 1/4","377","337","40",
"창신1동","55~59세","2025. 1/4","500","444","56",
"창신1동","60~64세","2025. 1/4","573","535","38",
"창신1동","65~69세","2025. 1/4","512","496","16",
"창신1동","70~74세","2025. 1/4","311","305","6",
"창신1동","75~79세","2025. 1/4","226","225","1",
"창신1동","80~84세","2025. 1/4","156","156","-",
"창신1동","85~89세","2025. 1/4","102","102","-",
"창신1동","90~94세","2025. 1/4","29","28","1",
"창신1동","95~99세","2025. 1/4","2","2","-",
"창신1동","100세 이상","2025. 1/4","-","-","-",
"창신2동","합계","2025. 1/4","8538","7278","1260",
"창신2동","0~4세","2025. 1/4","89","71","18",
"창신2동","5~9세","2025. 1/4","87","71","16",
"창신2동","10~14세","2025. 1/4","126","120","6",
"창신2동","15~19세","2025. 1/4","193","175","18",
"창신2동","20~24세","2025. 1/4","687","316","371",
"창신2동","25~29세","2025. 1/4","819","521","298",
"창신2동","30~34세","2025. 1/4","656","526","130",
"창신2동","35~39세","2025. 1/4","456","376","80",
"창신2동","40~44세","2025. 1/4","415","346","69",
"창신2동","45~49세","2025. 1/4","434","387","47",
"창신2동","50~54세","2025. 1/4","766","714","52",
"창신2동","55~59세","2025. 1/4","911","844","67",
"창신2동","60~64세","2025. 1/4","885","848","37",
"창신2동","65~69세","2025. 1/4","729","701","28",
"창신2동","70~74세","2025. 1/4","467","458","9",
"창신2동","75~79세","2025. 1/4","352","344","8",
"창신2동","80~84세","2025. 1/4","278","274","4",
"창신2동","85~89세","2025. 1/4","131","129","2",
"창신2동","90~94세","2025. 1/4","47","47","-",
"창신2동","95~99세","2025. 1/4","10","10","-",
"창신2동","100세 이상","2025. 1/4","-","-","-",
"창신3동","합계","2025. 1/4","6425","6205","220",
"창신3동","0~4세","2025. 1/4","125","123","2",
"창신3동","5~9세","2025. 1/4","146","141","5",
"창신3동","10~14세","2025. 1/4","175","169","6",
"창신3동","15~19세","2025. 1/4","229","224","5",
"창신3동","20~24세","2025. 1/4","370","301","69",
"창신3동","25~29세","2025. 1/4","479","435","44",
"창신3동","30~34세","2025. 1/4","526","505","21",
"창신3동","35~39세","2025. 1/4","423","407","16",
"창신3동","40~44세","2025. 1/4","413","397","16",
"창신3동","45~49세","2025. 1/4","389","376","13",
"창신3동","50~54세","2025. 1/4","530","520","10",
"창신3동","55~59세","2025. 1/4","606","601","5",
"창신3동","60~64세","2025. 1/4","598","595","3",
"창신3동","65~69세","2025. 1/4","511","510","1",
"창신3동","70~74세","2025. 1/4","327","325","2",
"창신3동","75~79세","2025. 1/4","235","234","1",
"창신3동","80~84세","2025. 1/4","196","196","-",
"창신3동","85~89세","2025. 1/4","97","96","1",
"창신3동","90~94세","2025. 1/4","38","38","-",
"창신3동","95~99세","2025. 1/4","11","11","-",
"창신3동","100세 이상","2025. 1/4","1","1","-",
"숭인1동","합계","2025. 1/4","6090","5738","352",
"숭인1동","0~4세","2025. 1/4","81","76","5",
"숭인1동","5~9세","2025. 1/4","93","88","5",
"숭인1동","10~14세","2025. 1/4","159","155","4",
"숭인1동","15~19세","2025. 1/4","176","171","5",
"숭인1동","20~24세","2025. 1/4","340","274","66",
"숭인1동","25~29세","2025. 1/4","493","425","68",
"숭인1동","30~34세","2025. 1/4","487","449","38",
"숭인1동","35~39세","2025. 1/4","393","357","36",
"숭인1동","40~44세","2025. 1/4","413","386","27",
"숭인1동","45~49세","2025. 1/4","404","387","17",
"숭인1동","50~54세","2025. 1/4","571","539","32",
"숭인1동","55~59세","2025. 1/4","538","515","23",
"숭인1동","60~64세","2025. 1/4","567","553","14",
"숭인1동","65~69세","2025. 1/4","461","454","7",
"숭인1동","70~74세","2025. 1/4","319","316","3",
"숭인1동","75~79세","2025. 1/4","251","249","2",
"숭인1동","80~84세","2025. 1/4","191","191","-",
"숭인1동","85~89세","2025. 1/4","106","106","-",
"숭인1동","90~94세","2025. 1/4","35","35","-",
"숭인1동","95~99세","2025. 1/4","10","10","-",
"숭인1동","100세 이상","2025. 1/4","2","2","-",
"숭인2동","합계","2025. 1/4","11239","10166","1073",
"숭인2동","0~4세","2025. 1/4","105","103","2",
"숭인2동","5~9세","2025. 1/4","94","91","3",
"숭인2동","10~14세","2025. 1/4","122","121","1",
"숭인2동","15~19세","2025. 1/4","192","159","33",
"숭인2동","20~24세","2025. 1/4","1131","799","332",
"숭인2동","25~29세","2025. 1/4","2029","1657","372",
"숭인2동","30~34세","2025. 1/4","1506","1390","116",
"숭인2동","35~39세","2025. 1/4","751","693","58",
"숭인2동","40~44세","2025. 1/4","575","540","35",
"숭인2동","45~49세","2025. 1/4","534","518","16",
"숭인2동","50~54세","2025. 1/4","725","695","30",
"숭인2동","55~59세","2025. 1/4","832","806","26",
"숭인2동","60~64세","2025. 1/4","773","748","25",
"숭인2동","65~69세","2025. 1/4","676","659","17",
"숭인2동","70~74세","2025. 1/4","467","463","4",
"숭인2동","75~79세","2025. 1/4","332","329","3",
"숭인2동","80~84세","2025. 1/4","235","235","-",
"숭인2동","85~89세","2025. 1/4","119","119","-",
"숭인2동","90~94세","2025. 1/4","35","35","-",
"숭인2동","95~99세","2025. 1/4","6","6","-",
"숭인2동","100세 이상","2025. 1/4","-","-","-",
"청운효자동","합계","2025. 1/4","11111","10986","125",
"청운효자동","0~4세","2025. 1/4","222","219","3",
"청운효자동","5~9세","2025. 1/4","316","314","2",
"청운효자동","10~14세","2025. 1/4","493","488","5",
"청운효자동","15~19세","2025. 1/4","536","533","3",
"청운효자동","20~24세","2025. 1/4","550","544","6",
"청운효자동","25~29세","2025. 1/4","761","749","12",
"청운효자동","30~34세","2025. 1/4","839","826","13",
"청운효자동","35~39세","2025. 1/4","687","674","13",
"청운효자동","40~44세","2025. 1/4","868","855","13",
"청운효자동","45~49세","2025. 1/4","923","903","20",
"청운효자동","50~54세","2025. 1/4","1007","1000","7",
"청운효자동","55~59세","2025. 1/4","901","896","5",
"청운효자동","60~64세","2025. 1/4","743","735","8",
"청운효자동","65~69세","2025. 1/4","673","667","6",
"청운효자동","70~74세","2025. 1/4","500","496","4",
"청운효자동","75~79세","2025. 1/4","426","423","3",
"청운효자동","80~84세","2025. 1/4","349","347","2",
"청운효자동","85~89세","2025. 1/4","217","217","-",
"청운효자동","90~94세","2025. 1/4","81","81","-",
"청운효자동","95~99세","2025. 1/4","15","15","-",
"청운효자동","100세 이상","2025. 1/4","4","4","-",
"혜화동","합계","2025. 1/4","19096","15872","3224",
"혜화동","0~4세","2025. 1/4","194","185","9",
"혜화동","5~9세","2025. 1/4","280","272","8",
"혜화동","10~14세","2025. 1/4","491","485","6",
"혜화동","15~19세","2025. 1/4","873","762","111",
"혜화동","20~24세","2025. 1/4","3710","2117","1593",
"혜화동","25~29세","2025. 1/4","3220","2148","1072",
"혜화동","30~34세","2025. 1/4","1458","1225","233",
"혜화동","35~39세","2025. 1/4","869","791","78",
"혜화동","40~44세","2025. 1/4","956","913","43",
"혜화동","45~49세","2025. 1/4","931","913","18",
"혜화동","50~54세","2025. 1/4","1255","1234","21",
"혜화동","55~59세","2025. 1/4","1077","1069","8",
"혜화동","60~64세","2025. 1/4","981","970","11",
"혜화동","65~69세","2025. 1/4","766","758","8",
"혜화동","70~74세","2025. 1/4","593","591","2",
"혜화동","75~79세","2025. 1/4","541","539","2",
"혜화동","80~84세","2025. 1/4","493","493","-",
"혜화동","85~89세","2025. 1/4","282","282","-",
"혜화동","90~94세","2025. 1/4","100","99","1",
"혜화동","95~99세","2025. 1/4","19","19","-",
"혜화동","100세 이상","2025. 1/4","7","7","-",
"중구","합계","2025. 1/4","130418","119850","10568",
"중구","0~4세","2025. 1/4","2681","2512","169",
"중구","5~9세","2025. 1/4","2962","2672","290",
"중구","10~14세","2025. 1/4","3024","2747","277",
"중구","15~19세","2025. 1/4","3532","3162","370",
"중구","20~24세","2025. 1/4","7926","6202","1724",
"중구","25~29세","2025. 1/4","12263","10313","1950",
"중구","30~34세","2025. 1/4","12982","11892","1090",
"중구","35~39세","2025. 1/4","10524","9511","1013",
"중구","40~44세","2025. 1/4","9541","8751","790",
"중구","45~49세","2025. 1/4","8232","7538","694",
"중구","50~54세","2025. 1/4","9742","9079","663",
"중구","55~59세","2025. 1/4","9948","9323","625",
"중구","60~64세","2025. 1/4","9913","9481","432",
"중구","65~69세","2025. 1/4","8983","8739","244",
"중구","70~74세","2025. 1/4","6385","6261","124",
"중구","75~79세","2025. 1/4","4913","4859","54",
"중구","80~84세","2025. 1/4","3785","3755","30",
"중구","85~89세","2025. 1/4","2096","2079","17",
"중구","90~94세","2025. 1/4","764","756","8",
"중구","95~99세","2025. 1/4","199","197","2",
"중구","100세 이상","2025. 1/4","23","21","2",
"소공동","합계","2025. 1/4","3480","2171","1309",
"소공동","0~4세","2025. 1/4","104","62","42",
"소공동","5~9세","2025. 1/4","155","78","77",
"소공동","10~14세","2025. 1/4","163","74","89",
"소공동","15~19세","2025. 1/4","154","65","89",
"소공동","20~24세","2025. 1/4","98","63","35",
"소공동","25~29세","2025. 1/4","195","142","53",
"소공동","30~34세","2025. 1/4","325","216","109",
"소공동","35~39세","2025. 1/4","372","224","148",
"소공동","40~44세","2025. 1/4","476","311","165",
"소공동","45~49세","2025. 1/4","385","228","157",
"소공동","50~54세","2025. 1/4","297","164","133",
"소공동","55~59세","2025. 1/4","243","147","96",
"소공동","60~64세","2025. 1/4","163","106","57",
"소공동","65~69세","2025. 1/4","145","111","34",
"소공동","70~74세","2025. 1/4","73","65","8",
"소공동","75~79세","2025. 1/4","55","49","6",
"소공동","80~84세","2025. 1/4","41","35","6",
"소공동","85~89세","2025. 1/4","26","23","3",
"소공동","90~94세","2025. 1/4","7","6","1",
"소공동","95~99세","2025. 1/4","2","2","-",
"소공동","100세 이상","2025. 1/4","1","-","1",
"회현동","합계","2025. 1/4","4972","4303","669",
"회현동","0~4세","2025. 1/4","80","67","13",
"회현동","5~9세","2025. 1/4","112","77","35",
"회현동","10~14세","2025. 1/4","129","93","36",
"회현동","15~19세","2025. 1/4","146","115","31",
"회현동","20~24세","2025. 1/4","173","154","19",
"회현동","25~29세","2025. 1/4","286","255","31",
"회현동","30~34세","2025. 1/4","323","290","33",
"회현동","35~39세","2025. 1/4","308","249","59",
"회현동","40~44세","2025. 1/4","324","244","80",
"회현동","45~49세","2025. 1/4","307","237","70",
"회현동","50~54세","2025. 1/4","447","374","73",
"회현동","55~59세","2025. 1/4","430","383","47",
"회현동","60~64세","2025. 1/4","491","439","52",
"회현동","65~69세","2025. 1/4","488","450","38",
"회현동","70~74세","2025. 1/4","365","336","29",
"회현동","75~79세","2025. 1/4","234","223","11",
"회현동","80~84세","2025. 1/4","166","160","6",
"회현동","85~89세","2025. 1/4","101","98","3",
"회현동","90~94세","2025. 1/4","42","39","3",
"회현동","95~99세","2025. 1/4","19","19","-",
"회현동","100세 이상","2025. 1/4","1","1","-",
"명동","합계","2025. 1/4","3378","2515","863",
"명동","0~4세","2025. 1/4","36","25","11",
"명동","5~9세","2025. 1/4","58","21","37",
"명동","10~14세","2025. 1/4","68","41","27",
"명동","15~19세","2025. 1/4","96","77","19",
"명동","20~24세","2025. 1/4","184","111","73",
"명동","25~29세","2025. 1/4","292","201","91",
"명동","30~34세","2025. 1/4","282","183","99",
"명동","35~39세","2025. 1/4","242","131","111",
"명동","40~44세","2025. 1/4","235","157","78",
"명동","45~49세","2025. 1/4","239","167","72",
"명동","50~54세","2025. 1/4","291","219","72",
"명동","55~59세","2025. 1/4","294","227","67",
"명동","60~64세","2025. 1/4","269","218","51",
"명동","65~69세","2025. 1/4","270","242","28",
"명동","70~74세","2025. 1/4","189","171","18",
"명동","75~79세","2025. 1/4","139","134","5",
"명동","80~84세","2025. 1/4","109","106","3",
"명동","85~89세","2025. 1/4","48","48","-",
"명동","90~94세","2025. 1/4","31","30","1",
"명동","95~99세","2025. 1/4","6","6","-",
"명동","100세 이상","2025. 1/4","-","-","-",
"필동","합계","2025. 1/4","5241","4354","887",
"필동","0~4세","2025. 1/4","70","69","1",
"필동","5~9세","2025. 1/4","69","67","2",
"필동","10~14세","2025. 1/4","94","87","7",
"필동","15~19세","2025. 1/4","161","116","45",
"필동","20~24세","2025. 1/4","654","368","286",
"필동","25~29세","2025. 1/4","733","453","280",
"필동","30~34세","2025. 1/4","590","487","103",
"필동","35~39세","2025. 1/4","454","394","60",
"필동","40~44세","2025. 1/4","309","289","20",
"필동","45~49세","2025. 1/4","276","248","28",
"필동","50~54세","2025. 1/4","297","280","17",
"필동","55~59세","2025. 1/4","307","292","15",
"필동","60~64세","2025. 1/4","289","274","15",
"필동","65~69세","2025. 1/4","324","319","5",
"필동","70~74세","2025. 1/4","214","213","1",
"필동","75~79세","2025. 1/4","144","144","-",
"필동","80~84세","2025. 1/4","126","126","-",
"필동","85~89세","2025. 1/4","73","72","1",
"필동","90~94세","2025. 1/4","39","38","1",
"필동","95~99세","2025. 1/4","16","16","-",
"필동","100세 이상","2025. 1/4","2","2","-",
"장충동","합계","2025. 1/4","5515","4575","940",
"장충동","0~4세","2025. 1/4","67","53","14",
"장충동","5~9세","2025. 1/4","75","61","14",
"장충동","10~14세","2025. 1/4","108","94","14",
"장충동","15~19세","2025. 1/4","225","196","29",
