"동별","연령별","시점","계","한국인","등록외국인",
"반포1동","80~84세","2025. 1/4","561","561","-",
"반포1동","85~89세","2025. 1/4","231","229","2",
"반포1동","90~94세","2025. 1/4","106","105","1",
"반포1동","95~99세","2025. 1/4","21","21","-",
"반포1동","100세 이상","2025. 1/4","5","5","-",
"반포2동","합계","2025. 1/4","26815","26659","156",
"반포2동","0~4세","2025. 1/4","964","961","3",
"반포2동","5~9세","2025. 1/4","1566","1558","8",
"반포2동","10~14세","2025. 1/4","2247","2236","11",
"반포2동","15~19세","2025. 1/4","2001","1992","9",
"반포2동","20~24세","2025. 1/4","1435","1434","1",
"반포2동","25~29세","2025. 1/4","1107","1107","-",
"반포2동","30~34세","2025. 1/4","1056","1048","8",
"반포2동","35~39세","2025. 1/4","1507","1481","26",
"반포2동","40~44세","2025. 1/4","2496","2467","29",
"반포2동","45~49세","2025. 1/4","2805","2777","28",
"반포2동","50~54세","2025. 1/4","2735","2721","14",
"반포2동","55~59세","2025. 1/4","1757","1747","10",
"반포2동","60~64세","2025. 1/4","1285","1281","4",
"반포2동","65~69세","2025. 1/4","1223","1219","4",
"반포2동","70~74세","2025. 1/4","921","920","1",
"반포2동","75~79세","2025. 1/4","851","851","-",
"반포2동","80~84세","2025. 1/4","515","515","-",
"반포2동","85~89세","2025. 1/4","253","253","-",
"반포2동","90~94세","2025. 1/4","66","66","-",
"반포2동","95~99세","2025. 1/4","21","21","-",
"반포2동","100세 이상","2025. 1/4","4","4","-",
"반포3동","합계","2025. 1/4","24023","23945","78",
"반포3동","0~4세","2025. 1/4","672","672","-",
"반포3동","5~9세","2025. 1/4","1106","1103","3",
"반포3동","10~14세","2025. 1/4","1606","1604","2",
"반포3동","15~19세","2025. 1/4","1677","1677","-",
"반포3동","20~24세","2025. 1/4","1431","1430","1",
"반포3동","25~29세","2025. 1/4","1191","1189","2",
"반포3동","30~34세","2025. 1/4","1240","1232","8",
"반포3동","35~39세","2025. 1/4","1325","1312","13",
"반포3동","40~44세","2025. 1/4","1913","1899","14",
"반포3동","45~49세","2025. 1/4","2386","2374","12",
"반포3동","50~54세","2025. 1/4","2664","2657","7",
"반포3동","55~59세","2025. 1/4","1904","1896","8",
"반포3동","60~64세","2025. 1/4","1304","1302","2",
"반포3동","65~69세","2025. 1/4","1191","1188","3",
"반포3동","70~74세","2025. 1/4","871","868","3",
"반포3동","75~79세","2025. 1/4","723","723","-",
"반포3동","80~84세","2025. 1/4","465","465","-",
"반포3동","85~89세","2025. 1/4","252","252","-",
"반포3동","90~94세","2025. 1/4","78","78","-",
"반포3동","95~99세","2025. 1/4","21","21","-",
"반포3동","100세 이상","2025. 1/4","3","3","-",
"반포4동","합계","2025. 1/4","19277","18454","823",
"반포4동","0~4세","2025. 1/4","532","506","26",
"반포4동","5~9세","2025. 1/4","980","895","85",
"반포4동","10~14세","2025. 1/4","1135","1019","116",
"반포4동","15~19세","2025. 1/4","1120","1066","54",
"반포4동","20~24세","2025. 1/4","933","925","8",
"반포4동","25~29세","2025. 1/4","1047","1039","8",
"반포4동","30~34세","2025. 1/4","1063","1028","35",
"반포4동","35~39세","2025. 1/4","1309","1238","71",
"반포4동","40~44세","2025. 1/4","1803","1637","166",
"반포4동","45~49세","2025. 1/4","1742","1616","126",
"반포4동","50~54세","2025. 1/4","1822","1759","63",
"반포4동","55~59세","2025. 1/4","1366","1330","36",
"반포4동","60~64세","2025. 1/4","1107","1094","13",
"반포4동","65~69세","2025. 1/4","1152","1145","7",
"반포4동","70~74세","2025. 1/4","867","862","5",
"반포4동","75~79세","2025. 1/4","624","620","4",
"반포4동","80~84세","2025. 1/4","365","365","-",
"반포4동","85~89세","2025. 1/4","198","198","-",
"반포4동","90~94세","2025. 1/4","86","86","-",
"반포4동","95~99세","2025. 1/4","24","24","-",
"반포4동","100세 이상","2025. 1/4","2","2","-",
"방배본동","합계","2025. 1/4","20218","20032","186",
"방배본동","0~4세","2025. 1/4","330","326","4",
"방배본동","5~9세","2025. 1/4","773","763","10",
"방배본동","10~14세","2025. 1/4","1298","1287","11",
"방배본동","15~19세","2025. 1/4","1340","1332","8",
"방배본동","20~24세","2025. 1/4","1183","1182","1",
"방배본동","25~29세","2025. 1/4","1206","1196","10",
"방배본동","30~34세","2025. 1/4","1186","1174","12",
"방배본동","35~39세","2025. 1/4","1068","1049","19",
"방배본동","40~44세","2025. 1/4","1557","1529","28",
"방배본동","45~49세","2025. 1/4","1924","1894","30",
"방배본동","50~54세","2025. 1/4","2036","2011","25",
"방배본동","55~59세","2025. 1/4","1532","1520","12",
"방배본동","60~64세","2025. 1/4","1309","1302","7",
"방배본동","65~69세","2025. 1/4","1147","1144","3",
"방배본동","70~74세","2025. 1/4","811","808","3",
"방배본동","75~79세","2025. 1/4","634","633","1",
"방배본동","80~84세","2025. 1/4","460","459","1",
"방배본동","85~89세","2025. 1/4","287","287","-",
"방배본동","90~94세","2025. 1/4","106","105","1",
"방배본동","95~99세","2025. 1/4","25","25","-",
"방배본동","100세 이상","2025. 1/4","6","6","-",
"방배1동","합계","2025. 1/4","16550","16417","133",
"방배1동","0~4세","2025. 1/4","329","327","2",
"방배1동","5~9세","2025. 1/4","542","540","2",
"방배1동","10~14세","2025. 1/4","610","608","2",
"방배1동","15~19세","2025. 1/4","696","694","2",
"방배1동","20~24세","2025. 1/4","890","883","7",
"방배1동","25~29세","2025. 1/4","1201","1188","13",
"방배1동","30~34세","2025. 1/4","1397","1374","23",
"방배1동","35~39세","2025. 1/4","1292","1269","23",
"방배1동","40~44세","2025. 1/4","1343","1327","16",
"방배1동","45~49세","2025. 1/4","1324","1314","10",
"방배1동","50~54세","2025. 1/4","1425","1417","8",
"방배1동","55~59세","2025. 1/4","1119","1109","10",
"방배1동","60~64세","2025. 1/4","1059","1052","7",
"방배1동","65~69세","2025. 1/4","1042","1038","4",
"방배1동","70~74세","2025. 1/4","824","822","2",
"방배1동","75~79세","2025. 1/4","685","685","-",
"방배1동","80~84세","2025. 1/4","468","468","-",
"방배1동","85~89세","2025. 1/4","206","205","1",
"방배1동","90~94세","2025. 1/4","70","70","-",
"방배1동","95~99세","2025. 1/4","27","26","1",
"방배1동","100세 이상","2025. 1/4","1","1","-",
"방배2동","합계","2025. 1/4","17845","17710","135",
"방배2동","0~4세","2025. 1/4","388","385","3",
"방배2동","5~9세","2025. 1/4","468","465","3",
"방배2동","10~14세","2025. 1/4","666","662","4",
"방배2동","15~19세","2025. 1/4","821","819","2",
"방배2동","20~24세","2025. 1/4","897","890","7",
"방배2동","25~29세","2025. 1/4","1317","1308","9",
"방배2동","30~34세","2025. 1/4","1458","1438","20",
"방배2동","35~39세","2025. 1/4","1213","1196","17",
"방배2동","40~44세","2025. 1/4","1258","1237","21",
"방배2동","45~49세","2025. 1/4","1339","1330","9",
"방배2동","50~54세","2025. 1/4","1506","1493","13",
"방배2동","55~59세","2025. 1/4","1335","1325","10",
"방배2동","60~64세","2025. 1/4","1312","1303","9",
"방배2동","65~69세","2025. 1/4","1322","1318","4",
"방배2동","70~74세","2025. 1/4","944","943","1",
"방배2동","75~79세","2025. 1/4","795","793","2",
"방배2동","80~84세","2025. 1/4","496","495","1",
"방배2동","85~89세","2025. 1/4","207","207","-",
"방배2동","90~94세","2025. 1/4","84","84","-",
"방배2동","95~99세","2025. 1/4","14","14","-",
"방배2동","100세 이상","2025. 1/4","5","5","-",
"방배3동","합계","2025. 1/4","15904","15713","191",
"방배3동","0~4세","2025. 1/4","415","415","-",
"방배3동","5~9세","2025. 1/4","597","597","-",
"방배3동","10~14세","2025. 1/4","770","768","2",
"방배3동","15~19세","2025. 1/4","898","897","1",
"방배3동","20~24세","2025. 1/4","849","827","22",
"방배3동","25~29세","2025. 1/4","947","907","40",
"방배3동","30~34세","2025. 1/4","911","878","33",
"방배3동","35~39세","2025. 1/4","971","946","25",
"방배3동","40~44세","2025. 1/4","1222","1199","23",
"방배3동","45~49세","2025. 1/4","1316","1299","17",
"방배3동","50~54세","2025. 1/4","1410","1402","8",
"방배3동","55~59세","2025. 1/4","1211","1204","7",
"방배3동","60~64세","2025. 1/4","1151","1144","7",
"방배3동","65~69세","2025. 1/4","1139","1137","2",
"방배3동","70~74세","2025. 1/4","847","844","3",
"방배3동","75~79세","2025. 1/4","613","613","-",
"방배3동","80~84세","2025. 1/4","352","352","-",
"방배3동","85~89세","2025. 1/4","191","191","-",
"방배3동","90~94세","2025. 1/4","68","68","-",
"방배3동","95~99세","2025. 1/4","23","22","1",
"방배3동","100세 이상","2025. 1/4","3","3","-",
"방배4동","합계","2025. 1/4","23033","22695","338",
"방배4동","0~4세","2025. 1/4","421","414","7",
"방배4동","5~9세","2025. 1/4","768","740","28",
"방배4동","10~14세","2025. 1/4","1284","1264","20",
"방배4동","15~19세","2025. 1/4","1342","1325","17",
"방배4동","20~24세","2025. 1/4","1237","1221","16",
"방배4동","25~29세","2025. 1/4","1526","1507","19",
"방배4동","30~34세","2025. 1/4","1740","1723","17",
"방배4동","35~39세","2025. 1/4","1501","1459","42",
"방배4동","40~44세","2025. 1/4","1860","1809","51",
"방배4동","45~49세","2025. 1/4","2113","2071","42",
"방배4동","50~54세","2025. 1/4","2225","2188","37",
"방배4동","55~59세","2025. 1/4","1688","1671","17",
"방배4동","60~64세","2025. 1/4","1388","1376","12",
"방배4동","65~69세","2025. 1/4","1228","1219","9",
"방배4동","70~74세","2025. 1/4","904","903","1",
"방배4동","75~79세","2025. 1/4","813","811","2",
"방배4동","80~84세","2025. 1/4","554","554","-",
"방배4동","85~89세","2025. 1/4","315","314","1",
"방배4동","90~94세","2025. 1/4","103","103","-",
"방배4동","95~99세","2025. 1/4","22","22","-",
"방배4동","100세 이상","2025. 1/4","1","1","-",
"양재1동","합계","2025. 1/4","41275","40928","347",
"양재1동","0~4세","2025. 1/4","1102","1093","9",
"양재1동","5~9세","2025. 1/4","1342","1335","7",
"양재1동","10~14세","2025. 1/4","2108","2104","4",
"양재1동","15~19세","2025. 1/4","1992","1988","4",
"양재1동","20~24세","2025. 1/4","1915","1904","11",
"양재1동","25~29세","2025. 1/4","2607","2569","38",
"양재1동","30~34세","2025. 1/4","3133","3085","48",
"양재1동","35~39세","2025. 1/4","2931","2875","56",
"양재1동","40~44세","2025. 1/4","3224","3190","34",
"양재1동","45~49세","2025. 1/4","3269","3239","30",
"양재1동","50~54세","2025. 1/4","3447","3420","27",
"양재1동","55~59세","2025. 1/4","3051","3016","35",
"양재1동","60~64세","2025. 1/4","2961","2940","21",
"양재1동","65~69세","2025. 1/4","2922","2908","14",
"양재1동","70~74세","2025. 1/4","2147","2142","5",
"양재1동","75~79세","2025. 1/4","1551","1549","2",
"양재1동","80~84세","2025. 1/4","878","877","1",
"양재1동","85~89세","2025. 1/4","453","452","1",
"양재1동","90~94세","2025. 1/4","191","191","-",
"양재1동","95~99세","2025. 1/4","46","46","-",
"양재1동","100세 이상","2025. 1/4","5","5","-",
"양재2동","합계","2025. 1/4","21221","20956","265",
"양재2동","0~4세","2025. 1/4","439","427","12",
"양재2동","5~9세","2025. 1/4","465","460","5",
"양재2동","10~14세","2025. 1/4","656","652","4",
"양재2동","15~19세","2025. 1/4","714","713","1",
"양재2동","20~24세","2025. 1/4","937","925","12",
"양재2동","25~29세","2025. 1/4","2124","2074","50",
"양재2동","30~34세","2025. 1/4","2424","2374","50",
"양재2동","35~39세","2025. 1/4","1832","1790","42",
"양재2동","40~44세","2025. 1/4","1726","1703","23",
"양재2동","45~49세","2025. 1/4","1555","1538","17",
"양재2동","50~54세","2025. 1/4","1765","1751","14",
"양재2동","55~59세","2025. 1/4","1576","1562","14",
"양재2동","60~64세","2025. 1/4","1492","1484","8",
"양재2동","65~69세","2025. 1/4","1299","1292","7",
"양재2동","70~74세","2025. 1/4","933","931","2",
"양재2동","75~79세","2025. 1/4","646","644","2",
"양재2동","80~84세","2025. 1/4","414","413","1",
"양재2동","85~89세","2025. 1/4","167","166","1",
"양재2동","90~94세","2025. 1/4","41","41","-",
"양재2동","95~99세","2025. 1/4","14","14","-",
"양재2동","100세 이상","2025. 1/4","2","2","-",
"내곡동","합계","2025. 1/4","16826","16758","68",
"내곡동","0~4세","2025. 1/4","572","571","1",
"내곡동","5~9세","2025. 1/4","675","674","1",
"내곡동","10~14세","2025. 1/4","1042","1040","2",
"내곡동","15~19세","2025. 1/4","606","605","1",
"내곡동","20~24세","2025. 1/4","594","592","2",
"내곡동","25~29세","2025. 1/4","887","883","4",
"내곡동","30~34세","2025. 1/4","1050","1044","6",
"내곡동","35~39세","2025. 1/4","1184","1172","12",
"내곡동","40~44세","2025. 1/4","1478","1467","11",
"내곡동","45~49세","2025. 1/4","1382","1370","12",
"내곡동","50~54세","2025. 1/4","1227","1223","4",
"내곡동","55~59세","2025. 1/4","1184","1180","4",
"내곡동","60~64세","2025. 1/4","1244","1239","5",
"내곡동","65~69세","2025. 1/4","1245","1242","3",
"내곡동","70~74세","2025. 1/4","945","945","-",
"내곡동","75~79세","2025. 1/4","765","765","-",
"내곡동","80~84세","2025. 1/4","411","411","-",
"내곡동","85~89세","2025. 1/4","230","230","-",
"내곡동","90~94세","2025. 1/4","82","82","-",
"내곡동","95~99세","2025. 1/4","21","21","-",
"내곡동","100세 이상","2025. 1/4","2","2","-",
"강남구","합계","2025. 1/4","563189","557296","5893",
"강남구","0~4세","2025. 1/4","12373","12310","63",
"강남구","5~9세","2025. 1/4","20748","20677","71",
"강남구","10~14세","2025. 1/4","32669","32603","66",
"강남구","15~19세","2025. 1/4","31141","31020","121",
"강남구","20~24세","2025. 1/4","28353","27823","530",
"강남구","25~29세","2025. 1/4","38755","37621","1134",
"강남구","30~34세","2025. 1/4","43758","42699","1059",
"강남구","35~39세","2025. 1/4","39205","38353","852",
"강남구","40~44세","2025. 1/4","49505","48860","645",
"강남구","45~49세","2025. 1/4","52372","51975","397",
"강남구","50~54세","2025. 1/4","50222","49883","339",
"강남구","55~59세","2025. 1/4","38512","38242","270",
"강남구","60~64세","2025. 1/4","32908","32748","160",
"강남구","65~69세","2025. 1/4","31003","30917","86",
"강남구","70~74세","2025. 1/4","24204","24157","47",
"강남구","75~79세","2025. 1/4","18277","18247","30",
"강남구","80~84세","2025. 1/4","11087","11077","10",
"강남구","85~89세","2025. 1/4","5426","5416","10",
"강남구","90~94세","2025. 1/4","2021","2020","1",
"강남구","95~99세","2025. 1/4","566","565","1",
"강남구","100세 이상","2025. 1/4","84","83","1",
"신사동","합계","2025. 1/4","15454","15242","212",
"신사동","0~4세","2025. 1/4","331","331","-",
"신사동","5~9세","2025. 1/4","488","487","1",
"신사동","10~14세","2025. 1/4","694","692","2",
"신사동","15~19세","2025. 1/4","757","753","4",
"신사동","20~24세","2025. 1/4","849","827","22",
"신사동","25~29세","2025. 1/4","1032","991","41",
"신사동","30~34세","2025. 1/4","1074","1038","36",
"신사동","35~39세","2025. 1/4","988","961","27",
"신사동","40~44세","2025. 1/4","1162","1138","24",
"신사동","45~49세","2025. 1/4","1267","1248","19",
"신사동","50~54세","2025. 1/4","1481","1469","12",
"신사동","55~59세","2025. 1/4","1183","1171","12",
"신사동","60~64세","2025. 1/4","945","941","4",
"신사동","65~69세","2025. 1/4","848","846","2",
"신사동","70~74세","2025. 1/4","737","732","5",
"신사동","75~79세","2025. 1/4","707","706","1",
"신사동","80~84세","2025. 1/4","493","493","-",
"신사동","85~89세","2025. 1/4","275","275","-",
"신사동","90~94세","2025. 1/4","110","110","-",
"신사동","95~99세","2025. 1/4","31","31","-",
"신사동","100세 이상","2025. 1/4","2","2","-",
"개포3동","합계","2025. 1/4","16697","16626","71",
"개포3동","0~4세","2025. 1/4","391","390","1",
"개포3동","5~9세","2025. 1/4","616","613","3",
"개포3동","10~14세","2025. 1/4","835","834","1",
"개포3동","15~19세","2025. 1/4","818","818","-",
"개포3동","20~24세","2025. 1/4","655","652","3",
"개포3동","25~29세","2025. 1/4","865","850","15",
"개포3동","30~34세","2025. 1/4","1276","1257","19",
"개포3동","35~39세","2025. 1/4","1158","1147","11",
"개포3동","40~44세","2025. 1/4","1439","1434","5",
"개포3동","45~49세","2025. 1/4","1478","1474","4",
"개포3동","50~54세","2025. 1/4","1278","1277","1",
"개포3동","55~59세","2025. 1/4","1044","1043","1",
"개포3동","60~64세","2025. 1/4","1052","1049","3",
"개포3동","65~69세","2025. 1/4","1232","1230","2",
"개포3동","70~74세","2025. 1/4","1090","1088","2",
"개포3동","75~79세","2025. 1/4","764","764","-",
"개포3동","80~84세","2025. 1/4","417","417","-",
"개포3동","85~89세","2025. 1/4","187","187","-",
"개포3동","90~94세","2025. 1/4","78","78","-",
"개포3동","95~99세","2025. 1/4","17","17","-",
"개포3동","100세 이상","2025. 1/4","7","7","-",
"논현1동","합계","2025. 1/4","21507","20723","784",
"논현1동","0~4세","2025. 1/4","271","260","11",
"논현1동","5~9세","2025. 1/4","262","249","13",
"논현1동","10~14세","2025. 1/4","355","353","2",
"논현1동","15~19세","2025. 1/4","491","471","20",
"논현1동","20~24세","2025. 1/4","1116","990","126",
"논현1동","25~29세","2025. 1/4","2739","2535","204",
"논현1동","30~34세","2025. 1/4","3135","2996","139",
"논현1동","35~39세","2025. 1/4","2304","2214","90",
"논현1동","40~44세","2025. 1/4","2005","1950","55",
"논현1동","45~49세","2025. 1/4","1664","1623","41",
"논현1동","50~54세","2025. 1/4","1544","1516","28",
"논현1동","55~59세","2025. 1/4","1319","1288","31",
"논현1동","60~64세","2025. 1/4","1118","1104","14",
"논현1동","65~69세","2025. 1/4","998","991","7",
"논현1동","70~74세","2025. 1/4","819","818","1",
"논현1동","75~79세","2025. 1/4","623","622","1",
"논현1동","80~84세","2025. 1/4","426","426","-",
"논현1동","85~89세","2025. 1/4","212","211","1",
"논현1동","90~94세","2025. 1/4","86","86","-",
"논현1동","95~99세","2025. 1/4","14","14","-",
"논현1동","100세 이상","2025. 1/4","6","6","-",
"논현2동","합계","2025. 1/4","20467","20073","394",
"논현2동","0~4세","2025. 1/4","359","352","7",
"논현2동","5~9세","2025. 1/4","432","428","4",
"논현2동","10~14세","2025. 1/4","547","544","3",
"논현2동","15~19세","2025. 1/4","666","654","12",
"논현2동","20~24세","2025. 1/4","1032","985","47",
"논현2동","25~29세","2025. 1/4","1987","1907","80",
"논현2동","30~34세","2025. 1/4","2316","2229","87",
"논현2동","35~39세","2025. 1/4","1863","1816","47",
"논현2동","40~44세","2025. 1/4","1965","1916","49",
"논현2동","45~49세","2025. 1/4","1701","1681","20",
"논현2동","50~54세","2025. 1/4","1761","1749","12",
"논현2동","55~59세","2025. 1/4","1325","1318","7",
"논현2동","60~64세","2025. 1/4","1204","1197","7",
"논현2동","65~69세","2025. 1/4","971","966","5",
"논현2동","70~74세","2025. 1/4","825","821","4",
"논현2동","75~79세","2025. 1/4","712","709","3",
"논현2동","80~84세","2025. 1/4","499","499","-",
"논현2동","85~89세","2025. 1/4","195","195","-",
"논현2동","90~94세","2025. 1/4","83","83","-",
"논현2동","95~99세","2025. 1/4","18","18","-",
"논현2동","100세 이상","2025. 1/4","6","6","-",
"삼성1동","합계","2025. 1/4","12841","12527","314",
"삼성1동","0~4세","2025. 1/4","284","281","3",
"삼성1동","5~9세","2025. 1/4","382","378","4",
"삼성1동","10~14세","2025. 1/4","510","505","5",
"삼성1동","15~19세","2025. 1/4","635","628","7",
"삼성1동","20~24세","2025. 1/4","673","653","20",
"삼성1동","25~29세","2025. 1/4","880","848","32",
"삼성1동","30~34세","2025. 1/4","998","949","49",
"삼성1동","35~39세","2025. 1/4","872","822","50",
"삼성1동","40~44세","2025. 1/4","973","923","50",
"삼성1동","45~49세","2025. 1/4","1050","1022","28",
"삼성1동","50~54세","2025. 1/4","1104","1076","28",
"삼성1동","55~59세","2025. 1/4","999","980","19",
"삼성1동","60~64세","2025. 1/4","936","927","9",
"삼성1동","65~69세","2025. 1/4","824","820","4",
"삼성1동","70~74세","2025. 1/4","676","672","4",
"삼성1동","75~79세","2025. 1/4","509","507","2",
"삼성1동","80~84세","2025. 1/4","319","319","-",
"삼성1동","85~89세","2025. 1/4","156","156","-",
"삼성1동","90~94세","2025. 1/4","49","49","-",
"삼성1동","95~99세","2025. 1/4","12","12","-",
"삼성1동","100세 이상","2025. 1/4","-","-","-",
"삼성2동","합계","2025. 1/4","30601","30285","316",
"삼성2동","0~4세","2025. 1/4","683","682","1",
"삼성2동","5~9세","2025. 1/4","1104","1100","4",
"삼성2동","10~14세","2025. 1/4","1747","1744","3",
"삼성2동","15~19세","2025. 1/4","1765","1750","15",
"삼성2동","20~24세","2025. 1/4","1656","1633","23",
"삼성2동","25~29세","2025. 1/4","2159","2116","43",
"삼성2동","30~34세","2025. 1/4","2418","2366","52",
"삼성2동","35~39세","2025. 1/4","2320","2261","59",
"삼성2동","40~44세","2025. 1/4","2814","2774","40",
"삼성2동","45~49세","2025. 1/4","3125","3103","22",
"삼성2동","50~54세","2025. 1/4","3077","3057","20",
"삼성2동","55~59세","2025. 1/4","2153","2139","14",
"삼성2동","60~64세","2025. 1/4","1421","1413","8",
"삼성2동","65~69세","2025. 1/4","1222","1216","6",
"삼성2동","70~74세","2025. 1/4","1034","1030","4",
"삼성2동","75~79세","2025. 1/4","886","885","1",
"삼성2동","80~84세","2025. 1/4","641","640","1",
"삼성2동","85~89세","2025. 1/4","264","264","-",
"삼성2동","90~94세","2025. 1/4","86","86","-",
"삼성2동","95~99세","2025. 1/4","21","21","-",
"삼성2동","100세 이상","2025. 1/4","5","5","-",
"대치1동","합계","2025. 1/4","23949","23903","46",
"대치1동","0~4세","2025. 1/4","290","290","-",
"대치1동","5~9세","2025. 1/4","1266","1266","-",
"대치1동","10~14세","2025. 1/4","2832","2830","2",
"대치1동","15~19세","2025. 1/4","2566","2564","2",
"대치1동","20~24세","2025. 1/4","1313","1312","1",
"대치1동","25~29세","2025. 1/4","858","858","-",
"대치1동","30~34세","2025. 1/4","575","575","-",
"대치1동","35~39세","2025. 1/4","699","696","3",
"대치1동","40~44세","2025. 1/4","2153","2148","5",
"대치1동","45~49세","2025. 1/4","3247","3241","6",
"대치1동","50~54세","2025. 1/4","2664","2652","12",
"대치1동","55~59세","2025. 1/4","1498","1495","3",
"대치1동","60~64세","2025. 1/4","1103","1100","3",
"대치1동","65~69세","2025. 1/4","997","995","2",
"대치1동","70~74세","2025. 1/4","793","791","2",
"대치1동","75~79세","2025. 1/4","574","570","4",
"대치1동","80~84세","2025. 1/4","288","288","-",
"대치1동","85~89세","2025. 1/4","159","159","-",
"대치1동","90~94세","2025. 1/4","55","55","-",
"대치1동","95~99세","2025. 1/4","18","17","1",
"대치1동","100세 이상","2025. 1/4","1","1","-",
"대치4동","합계","2025. 1/4","18525","18214","311",
"대치4동","0~4세","2025. 1/4","179","175","4",
"대치4동","5~9세","2025. 1/4","347","342","5",
"대치4동","10~14세","2025. 1/4","830","828","2",
"대치4동","15~19세","2025. 1/4","1229","1225","4",
"대치4동","20~24세","2025. 1/4","1233","1222","11",
"대치4동","25~29세","2025. 1/4","1675","1605","70",
"대치4동","30~34세","2025. 1/4","1842","1779","63",
"대치4동","35~39세","2025. 1/4","1365","1315","50",
"대치4동","40~44세","2025. 1/4","1511","1482","29",
"대치4동","45~49세","2025. 1/4","1777","1753","24",
"대치4동","50~54세","2025. 1/4","2028","2010","18",
"대치4동","55~59세","2025. 1/4","1345","1328","17",
"대치4동","60~64세","2025. 1/4","901","894","7",
"대치4동","65~69세","2025. 1/4","727","723","4",
"대치4동","70~74세","2025. 1/4","515","513","2",
"대치4동","75~79세","2025. 1/4","491","490","1",
"대치4동","80~84세","2025. 1/4","338","338","-",
"대치4동","85~89세","2025. 1/4","136","136","-",
"대치4동","90~94세","2025. 1/4","42","42","-",
"대치4동","95~99세","2025. 1/4","13","13","-",
"대치4동","100세 이상","2025. 1/4","1","1","-",
"역삼1동","합계","2025. 1/4","35603","34217","1386",
"역삼1동","0~4세","2025. 1/4","424","413","11",
"역삼1동","5~9세","2025. 1/4","363","360","3",
"역삼1동","10~14세","2025. 1/4","533","521","12",
"역삼1동","15~19세","2025. 1/4","745","717","28",
"역삼1동","20~24세","2025. 1/4","1806","1635","171",
"역삼1동","25~29세","2025. 1/4","5118","4756","362",
"역삼1동","30~34세","2025. 1/4","6085","5803","282",
"역삼1동","35~39세","2025. 1/4","4131","3936","195",
"역삼1동","40~44세","2025. 1/4","3609","3489","120",
"역삼1동","45~49세","2025. 1/4","2680","2624","56",
"역삼1동","50~54세","2025. 1/4","2531","2476","55",
"역삼1동","55~59세","2025. 1/4","1935","1894","41",
"역삼1동","60~64세","2025. 1/4","1610","1579","31",
"역삼1동","65~69세","2025. 1/4","1444","1438","6",
"역삼1동","70~74세","2025. 1/4","953","945","8",
"역삼1동","75~79세","2025. 1/4","763","762","1",
"역삼1동","80~84세","2025. 1/4","528","526","2",
"역삼1동","85~89세","2025. 1/4","243","241","2",
"역삼1동","90~94세","2025. 1/4","74","74","-",
"역삼1동","95~99세","2025. 1/4","26","26","-",
"역삼1동","100세 이상","2025. 1/4","2","2","-",
"역삼2동","합계","2025. 1/4","36568","36183","385",
"역삼2동","0~4세","2025. 1/4","538","528","10",
"역삼2동","5~9세","2025. 1/4","1412","1407","5",
"역삼2동","10~14세","2025. 1/4","3065","3059","6",
"역삼2동","15~19세","2025. 1/4","2787","2785","2",
"역삼2동","20~24세","2025. 1/4","1967","1931","36",
"역삼2동","25~29세","2025. 1/4","2504","2409","95",
"역삼2동","30~34세","2025. 1/4","2426","2344","82",
"역삼2동","35~39세","2025. 1/4","2105","2071","34",
"역삼2동","40~44세","2025. 1/4","3629","3589","40",
"역삼2동","45~49세","2025. 1/4","4488","4465","23",
"역삼2동","50~54세","2025. 1/4","4071","4050","21",
"역삼2동","55~59세","2025. 1/4","2203","2187","16",
"역삼2동","60~64세","2025. 1/4","1360","1350","10",
"역삼2동","65~69세","2025. 1/4","1176","1173","3",
"역삼2동","70~74세","2025. 1/4","1029","1028","1",
"역삼2동","75~79세","2025. 1/4","919","919","-",
"역삼2동","80~84세","2025. 1/4","550","549","1",
"역삼2동","85~89세","2025. 1/4","249","249","-",
"역삼2동","90~94세","2025. 1/4","73","73","-",
"역삼2동","95~99세","2025. 1/4","17","17","-",
"역삼2동","100세 이상","2025. 1/4","-","-","-",
"도곡1동","합계","2025. 1/4","20804","20669","135",
"도곡1동","0~4세","2025. 1/4","488","486","2",
"도곡1동","5~9세","2025. 1/4","921","921","-",
"도곡1동","10~14세","2025. 1/4","1323","1323","-",
"도곡1동","15~19세","2025. 1/4","1138","1137","1",
"도곡1동","20~24세","2025. 1/4","1051","1040","11",
"도곡1동","25~29세","2025. 1/4","1349","1325","24",
"도곡1동","30~34세","2025. 1/4","1419","1394","25",
"도곡1동","35~39세","2025. 1/4","1407","1390","17",
"도곡1동","40~44세","2025. 1/4","1855","1845","10",
"도곡1동","45~49세","2025. 1/4","1883","1872","11",
"도곡1동","50~54세","2025. 1/4","1806","1793","13",
"도곡1동","55~59세","2025. 1/4","1473","1464","9",
"도곡1동","60~64세","2025. 1/4","1308","1302","6",
"도곡1동","65~69세","2025. 1/4","1236","1234","2",
"도곡1동","70~74세","2025. 1/4","868","865","3",
"도곡1동","75~79세","2025. 1/4","645","645","-",
"도곡1동","80~84세","2025. 1/4","354","353","1",
"도곡1동","85~89세","2025. 1/4","199","199","-",
"도곡1동","90~94세","2025. 1/4","62","62","-",
"도곡1동","95~99세","2025. 1/4","18","18","-",
"도곡1동","100세 이상","2025. 1/4","1","1","-",
"도곡2동","합계","2025. 1/4","32437","32344","93",
"도곡2동","0~4세","2025. 1/4","687","686","1",
"도곡2동","5~9세","2025. 1/4","1662","1662","-",
"도곡2동","10~14세","2025. 1/4","2429","2429","-",
