구,동,연령별,시점,계,한국인,등록외국인,
중구,회현동,75~79세,2025. 1/4,234,223,11,
중구,회현동,80~84세,2025. 1/4,166,160,6,
중구,회현동,85~89세,2025. 1/4,101,98,3,
중구,회현동,90~94세,2025. 1/4,42,39,3,
중구,회현동,95~99세,2025. 1/4,19,19,-,
중구,회현동,100세 이상,2025. 1/4,1,1,-,
중구,명동,합계,2025. 1/4,3378,2515,863,
중구,명동,0~4세,2025. 1/4,36,25,11,
중구,명동,5~9세,2025. 1/4,58,21,37,
중구,명동,10~14세,2025. 1/4,68,41,27,
중구,명동,15~19세,2025. 1/4,96,77,19,
중구,명동,20~24세,2025. 1/4,184,111,73,
중구,명동,25~29세,2025. 1/4,292,201,91,
중구,명동,30~34세,2025. 1/4,282,183,99,
중구,명동,35~39세,2025. 1/4,242,131,111,
중구,명동,40~44세,2025. 1/4,235,157,78,
중구,명동,45~49세,2025. 1/4,239,167,72,
중구,명동,50~54세,2025. 1/4,291,219,72,
중구,명동,55~59세,2025. 1/4,294,227,67,
중구,명동,60~64세,2025. 1/4,269,218,51,
중구,명동,65~69세,2025. 1/4,270,242,28,
중구,명동,70~74세,2025. 1/4,189,171,18,
중구,명동,75~79세,2025. 1/4,139,134,5,
중구,명동,80~84세,2025. 1/4,109,106,3,
중구,명동,85~89세,2025. 1/4,48,48,-,
중구,명동,90~94세,2025. 1/4,31,30,1,
중구,명동,95~99세,2025. 1/4,6,6,-,
중구,명동,100세 이상,2025. 1/4,-,-,-,
중구,필동,합계,2025. 1/4,5241,4354,887,
중구,필동,0~4세,2025. 1/4,70,69,1,
중구,필동,5~9세,2025. 1/4,69,67,2,
중구,필동,10~14세,2025. 1/4,94,87,7,
중구,필동,15~19세,2025. 1/4,161,116,45,
중구,필동,20~24세,2025. 1/4,654,368,286,
중구,필동,25~29세,2025. 1/4,733,453,280,
중구,필동,30~34세,2025. 1/4,590,487,103,
중구,필동,35~39세,2025. 1/4,454,394,60,
중구,필동,40~44세,2025. 1/4,309,289,20,
중구,필동,45~49세,2025. 1/4,276,248,28,
중구,필동,50~54세,2025. 1/4,297,280,17,
중구,필동,55~59세,2025. 1/4,307,292,15,
중구,필동,60~64세,2025. 1/4,289,274,15,
중구,필동,65~69세,2025. 1/4,324,319,5,
중구,필동,70~74세,2025. 1/4,214,213,1,
중구,필동,75~79세,2025. 1/4,144,144,-,
중구,필동,80~84세,2025. 1/4,126,126,-,
중구,필동,85~89세,2025. 1/4,73,72,1,
중구,필동,90~94세,2025. 1/4,39,38,1,
중구,필동,95~99세,2025. 1/4,16,16,-,
중구,필동,100세 이상,2025. 1/4,2,2,-,
중구,장충동,합계,2025. 1/4,5515,4575,940,
중구,장충동,0~4세,2025. 1/4,67,53,14,
중구,장충동,5~9세,2025. 1/4,75,61,14,
중구,장충동,10~14세,2025. 1/4,108,94,14,
중구,장충동,15~19세,2025. 1/4,225,196,29,
중구,장충동,20~24세,2025. 1/4,1005,714,291,
중구,장충동,25~29세,2025. 1/4,809,541,268,
중구,장충동,30~34세,2025. 1/4,511,414,97,
중구,장충동,35~39세,2025. 1/4,288,238,50,
중구,장충동,40~44세,2025. 1/4,294,253,41,
중구,장충동,45~49세,2025. 1/4,261,225,36,
중구,장충동,50~54세,2025. 1/4,331,301,30,
중구,장충동,55~59세,2025. 1/4,308,287,21,
중구,장충동,60~64세,2025. 1/4,287,269,18,
중구,장충동,65~69세,2025. 1/4,285,278,7,
중구,장충동,70~74세,2025. 1/4,213,205,8,
중구,장충동,75~79세,2025. 1/4,178,178,-,
중구,장충동,80~84세,2025. 1/4,150,149,1,
중구,장충동,85~89세,2025. 1/4,84,83,1,
중구,장충동,90~94세,2025. 1/4,27,27,-,
중구,장충동,95~99세,2025. 1/4,8,8,-,
중구,장충동,100세 이상,2025. 1/4,1,1,-,
중구,광희동,합계,2025. 1/4,7130,5731,1399,
중구,광희동,0~4세,2025. 1/4,71,60,11,
중구,광희동,5~9세,2025. 1/4,73,56,17,
중구,광희동,10~14세,2025. 1/4,104,76,28,
중구,광희동,15~19세,2025. 1/4,143,98,45,
중구,광희동,20~24세,2025. 1/4,781,396,385,
중구,광희동,25~29세,2025. 1/4,1055,748,307,
중구,광희동,30~34세,2025. 1/4,945,803,142,
중구,광희동,35~39세,2025. 1/4,596,490,106,
중구,광희동,40~44세,2025. 1/4,453,375,78,
중구,광희동,45~49세,2025. 1/4,360,293,67,
중구,광희동,50~54세,2025. 1/4,404,339,65,
중구,광희동,55~59세,2025. 1/4,443,372,71,
중구,광희동,60~64세,2025. 1/4,459,424,35,
중구,광희동,65~69세,2025. 1/4,429,410,19,
중구,광희동,70~74세,2025. 1/4,316,305,11,
중구,광희동,75~79세,2025. 1/4,209,205,4,
중구,광희동,80~84세,2025. 1/4,173,169,4,
중구,광희동,85~89세,2025. 1/4,87,84,3,
중구,광희동,90~94세,2025. 1/4,22,22,-,
중구,광희동,95~99세,2025. 1/4,7,6,1,
중구,광희동,100세 이상,2025. 1/4,-,-,-,
중구,을지로동,합계,2025. 1/4,3418,3073,345,
중구,을지로동,0~4세,2025. 1/4,95,87,8,
중구,을지로동,5~9세,2025. 1/4,43,39,4,
중구,을지로동,10~14세,2025. 1/4,48,42,6,
중구,을지로동,15~19세,2025. 1/4,54,40,14,
중구,을지로동,20~24세,2025. 1/4,129,90,39,
중구,을지로동,25~29세,2025. 1/4,351,285,66,
중구,을지로동,30~34세,2025. 1/4,528,481,47,
중구,을지로동,35~39세,2025. 1/4,487,437,50,
중구,을지로동,40~44세,2025. 1/4,316,291,25,
중구,을지로동,45~49세,2025. 1/4,241,212,29,
중구,을지로동,50~54세,2025. 1/4,214,191,23,
중구,을지로동,55~59세,2025. 1/4,184,167,17,
중구,을지로동,60~64세,2025. 1/4,207,201,6,
중구,을지로동,65~69세,2025. 1/4,182,178,4,
중구,을지로동,70~74세,2025. 1/4,137,132,5,
중구,을지로동,75~79세,2025. 1/4,81,80,1,
중구,을지로동,80~84세,2025. 1/4,65,65,-,
중구,을지로동,85~89세,2025. 1/4,45,44,1,
중구,을지로동,90~94세,2025. 1/4,6,6,-,
중구,을지로동,95~99세,2025. 1/4,5,5,-,
중구,을지로동,100세 이상,2025. 1/4,-,-,-,
중구,신당5동,합계,2025. 1/4,10440,10067,373,
중구,신당5동,0~4세,2025. 1/4,214,211,3,
중구,신당5동,5~9세,2025. 1/4,219,211,8,
중구,신당5동,10~14세,2025. 1/4,248,242,6,
중구,신당5동,15~19세,2025. 1/4,257,244,13,
중구,신당5동,20~24세,2025. 1/4,523,467,56,
중구,신당5동,25~29세,2025. 1/4,992,906,86,
중구,신당5동,30~34세,2025. 1/4,1107,1072,35,
중구,신당5동,35~39세,2025. 1/4,855,812,43,
중구,신당5동,40~44세,2025. 1/4,708,693,15,
중구,신당5동,45~49세,2025. 1/4,687,663,24,
중구,신당5동,50~54세,2025. 1/4,824,802,22,
중구,신당5동,55~59세,2025. 1/4,887,860,27,
중구,신당5동,60~64세,2025. 1/4,858,840,18,
중구,신당5동,65~69세,2025. 1/4,698,689,9,
중구,신당5동,70~74세,2025. 1/4,483,482,1,
중구,신당5동,75~79세,2025. 1/4,390,386,4,
중구,신당5동,80~84세,2025. 1/4,285,282,3,
중구,신당5동,85~89세,2025. 1/4,145,145,-,
중구,신당5동,90~94세,2025. 1/4,45,45,-,
중구,신당5동,95~99세,2025. 1/4,14,14,-,
중구,신당5동,100세 이상,2025. 1/4,1,1,-,
중구,황학동,합계,2025. 1/4,13980,13106,874,
중구,황학동,0~4세,2025. 1/4,309,301,8,
중구,황학동,5~9세,2025. 1/4,304,275,29,
중구,황학동,10~14세,2025. 1/4,232,215,17,
중구,황학동,15~19세,2025. 1/4,247,232,15,
중구,황학동,20~24세,2025. 1/4,701,587,114,
중구,황학동,25~29세,2025. 1/4,1772,1594,178,
중구,황학동,30~34세,2025. 1/4,1998,1898,100,
중구,황학동,35~39세,2025. 1/4,1440,1352,88,
중구,황학동,40~44세,2025. 1/4,1115,1063,52,
중구,황학동,45~49세,2025. 1/4,856,804,52,
중구,황학동,50~54세,2025. 1/4,904,859,45,
중구,황학동,55~59세,2025. 1/4,912,843,69,
중구,황학동,60~64세,2025. 1/4,895,844,51,
중구,황학동,65~69세,2025. 1/4,788,752,36,
중구,황학동,70~74세,2025. 1/4,588,575,13,
중구,황학동,75~79세,2025. 1/4,434,430,4,
중구,황학동,80~84세,2025. 1/4,284,284,-,
중구,황학동,85~89세,2025. 1/4,127,124,3,
중구,황학동,90~94세,2025. 1/4,62,62,-,
중구,황학동,95~99세,2025. 1/4,11,11,-,
중구,황학동,100세 이상,2025. 1/4,1,1,-,
중구,중림동,합계,2025. 1/4,12388,12039,349,
중구,중림동,0~4세,2025. 1/4,449,437,12,
중구,중림동,5~9세,2025. 1/4,460,453,7,
중구,중림동,10~14세,2025. 1/4,357,349,8,
중구,중림동,15~19세,2025. 1/4,368,361,7,
중구,중림동,20~24세,2025. 1/4,490,465,25,
중구,중림동,25~29세,2025. 1/4,883,836,47,
중구,중림동,30~34세,2025. 1/4,1060,1031,29,
중구,중림동,35~39세,2025. 1/4,1137,1084,53,
중구,중림동,40~44세,2025. 1/4,1192,1149,43,
중구,중림동,45~49세,2025. 1/4,952,927,25,
중구,중림동,50~54세,2025. 1/4,955,926,29,
중구,중림동,55~59세,2025. 1/4,900,883,17,
중구,중림동,60~64세,2025. 1/4,885,863,22,
중구,중림동,65~69세,2025. 1/4,739,730,9,
중구,중림동,70~74세,2025. 1/4,528,519,9,
중구,중림동,75~79세,2025. 1/4,453,448,5,
중구,중림동,80~84세,2025. 1/4,306,305,1,
중구,중림동,85~89세,2025. 1/4,188,188,-,
중구,중림동,90~94세,2025. 1/4,70,69,1,
중구,중림동,95~99세,2025. 1/4,10,10,-,
중구,중림동,100세 이상,2025. 1/4,6,6,-,
중구,신당동,합계,2025. 1/4,8816,7346,1470,
중구,신당동,0~4세,2025. 1/4,102,82,20,
중구,신당동,5~9세,2025. 1/4,160,135,25,
중구,신당동,10~14세,2025. 1/4,123,109,14,
중구,신당동,15~19세,2025. 1/4,159,138,21,
중구,신당동,20~24세,2025. 1/4,658,366,292,
중구,신당동,25~29세,2025. 1/4,1196,810,386,
중구,신당동,30~34세,2025. 1/4,963,782,181,
중구,신당동,35~39세,2025. 1/4,664,556,108,
중구,신당동,40~44세,2025. 1/4,591,501,90,
중구,신당동,45~49세,2025. 1/4,505,444,61,
중구,신당동,50~54세,2025. 1/4,594,531,63,
중구,신당동,55~59세,2025. 1/4,695,601,94,
중구,신당동,60~64세,2025. 1/4,717,647,70,
중구,신당동,65~69세,2025. 1/4,564,536,28,
중구,신당동,70~74세,2025. 1/4,390,384,6,
중구,신당동,75~79세,2025. 1/4,321,313,8,
중구,신당동,80~84세,2025. 1/4,250,247,3,
중구,신당동,85~89세,2025. 1/4,109,109,-,
중구,신당동,90~94세,2025. 1/4,45,45,-,
중구,신당동,95~99세,2025. 1/4,8,8,-,
중구,신당동,100세 이상,2025. 1/4,2,2,-,
중구,다산동,합계,2025. 1/4,13508,13029,479,
중구,다산동,0~4세,2025. 1/4,186,174,12,
중구,다산동,5~9세,2025. 1/4,228,220,8,
중구,다산동,10~14세,2025. 1/4,292,282,10,
중구,다산동,15~19세,2025. 1/4,384,367,17,
중구,다산동,20~24세,2025. 1/4,770,709,61,
중구,다산동,25~29세,2025. 1/4,1262,1181,81,
중구,다산동,30~34세,2025. 1/4,1321,1261,60,
중구,다산동,35~39세,2025. 1/4,924,870,54,
중구,다산동,40~44세,2025. 1/4,920,877,43,
중구,다산동,45~49세,2025. 1/4,821,791,30,
중구,다산동,50~54세,2025. 1/4,1128,1092,36,
중구,다산동,55~59세,2025. 1/4,1077,1043,34,
중구,다산동,60~64세,2025. 1/4,1081,1066,15,
중구,다산동,65~69세,2025. 1/4,1042,1033,9,
중구,다산동,70~74세,2025. 1/4,715,710,5,
중구,다산동,75~79세,2025. 1/4,559,557,2,
중구,다산동,80~84세,2025. 1/4,467,465,2,
중구,다산동,85~89세,2025. 1/4,226,226,-,
중구,다산동,90~94세,2025. 1/4,83,83,-,
중구,다산동,95~99세,2025. 1/4,21,21,-,
중구,다산동,100세 이상,2025. 1/4,1,1,-,
중구,약수동,합계,2025. 1/4,16073,15841,232,
중구,약수동,0~4세,2025. 1/4,372,368,4,
중구,약수동,5~9세,2025. 1/4,404,396,8,
중구,약수동,10~14세,2025. 1/4,402,395,7,
중구,약수동,15~19세,2025. 1/4,441,428,13,
중구,약수동,20~24세,2025. 1/4,678,657,21,
중구,약수동,25~29세,2025. 1/4,1018,1002,16,
중구,약수동,30~34세,2025. 1/4,1196,1182,14,
중구,약수동,35~39세,2025. 1/4,1137,1107,30,
중구,약수동,40~44세,2025. 1/4,1129,1105,24,
중구,약수동,45~49세,2025. 1/4,981,962,19,
중구,약수동,50~54세,2025. 1/4,1292,1263,29,
중구,약수동,55~59세,2025. 1/4,1337,1312,25,
중구,약수동,60~64세,2025. 1/4,1394,1389,5,
중구,약수동,65~69세,2025. 1/4,1304,1300,4,
중구,약수동,70~74세,2025. 1/4,1002,993,9,
중구,약수동,75~79세,2025. 1/4,798,797,1,
중구,약수동,80~84세,2025. 1/4,631,631,-,
중구,약수동,85~89세,2025. 1/4,385,384,1,
중구,약수동,90~94세,2025. 1/4,131,130,1,
중구,약수동,95~99세,2025. 1/4,37,37,-,
중구,약수동,100세 이상,2025. 1/4,4,3,1,
중구,청구동,합계,2025. 1/4,12085,11871,214,
중구,청구동,0~4세,2025. 1/4,292,287,5,
중구,청구동,5~9세,2025. 1/4,268,257,11,
중구,청구동,10~14세,2025. 1/4,321,316,5,
중구,청구동,15~19세,2025. 1/4,329,322,7,
중구,청구동,20~24세,2025. 1/4,591,572,19,
중구,청구동,25~29세,2025. 1/4,843,798,45,
중구,청구동,30~34세,2025. 1/4,1146,1123,23,
중구,청구동,35~39세,2025. 1/4,977,946,31,
중구,청구동,40~44세,2025. 1/4,782,764,18,
중구,청구동,45~49세,2025. 1/4,703,689,14,
중구,청구동,50~54세,2025. 1/4,947,931,16,
중구,청구동,55~59세,2025. 1/4,991,982,9,
중구,청구동,60~64세,2025. 1/4,992,988,4,
중구,청구동,65~69세,2025. 1/4,924,919,5,
중구,청구동,70~74세,2025. 1/4,672,672,-,
중구,청구동,75~79세,2025. 1/4,526,525,1,
중구,청구동,80~84세,2025. 1/4,417,417,-,
중구,청구동,85~89세,2025. 1/4,261,261,-,
중구,청구동,90~94세,2025. 1/4,80,80,-,
중구,청구동,95~99세,2025. 1/4,21,20,1,
중구,청구동,100세 이상,2025. 1/4,2,2,-,
중구,동화동,합계,2025. 1/4,9994,9829,165,
중구,동화동,0~4세,2025. 1/4,234,229,5,
중구,동화동,5~9세,2025. 1/4,334,326,8,
중구,동화동,10~14세,2025. 1/4,335,332,3,
중구,동화동,15~19세,2025. 1/4,368,363,5,
중구,동화동,20~24세,2025. 1/4,491,483,8,
중구,동화동,25~29세,2025. 1/4,576,561,15,
중구,동화동,30~34세,2025. 1/4,687,669,18,
중구,동화동,35~39세,2025. 1/4,643,621,22,
중구,동화동,40~44세,2025. 1/4,697,679,18,
중구,동화동,45~49세,2025. 1/4,658,648,10,
중구,동화동,50~54세,2025. 1/4,817,807,10,
중구,동화동,55~59세,2025. 1/4,940,924,16,
중구,동화동,60~64세,2025. 1/4,926,913,13,
중구,동화동,65~69세,2025. 1/4,801,792,9,
중구,동화동,70~74세,2025. 1/4,500,499,1,
중구,동화동,75~79세,2025. 1/4,392,390,2,
중구,동화동,80~84세,2025. 1/4,315,314,1,
중구,동화동,85~89세,2025. 1/4,191,190,1,
중구,동화동,90~94세,2025. 1/4,74,74,-,
중구,동화동,95~99세,2025. 1/4,14,14,-,
중구,동화동,100세 이상,2025. 1/4,1,1,-,
용산구,구계,합계,2025. 1/4,216537,203405,13132,
용산구,구계,0~4세,2025. 1/4,5110,4707,403,
용산구,구계,5~9세,2025. 1/4,6093,5423,670,
용산구,구계,10~14세,2025. 1/4,6836,6144,692,
용산구,구계,15~19세,2025. 1/4,7242,6696,546,
용산구,구계,20~24세,2025. 1/4,11192,10483,709,
용산구,구계,25~29세,2025. 1/4,18154,17099,1055,
용산구,구계,30~34세,2025. 1/4,21997,20491,1506,
용산구,구계,35~39세,2025. 1/4,17883,16238,1645,
용산구,구계,40~44세,2025. 1/4,17171,15576,1595,
용산구,구계,45~49세,2025. 1/4,15074,13679,1395,
용산구,구계,50~54세,2025. 1/4,17642,16632,1010,
용산구,구계,55~59세,2025. 1/4,16677,15886,791,
용산구,구계,60~64세,2025. 1/4,15610,15093,517,
용산구,구계,65~69세,2025. 1/4,13593,13313,280,
용산구,구계,70~74세,2025. 1/4,9047,8896,151,
용산구,구계,75~79세,2025. 1/4,6941,6851,90,
용산구,구계,80~84세,2025. 1/4,5362,5321,41,
용산구,구계,85~89세,2025. 1/4,3358,3332,26,
용산구,구계,90~94세,2025. 1/4,1211,1208,3,
용산구,구계,95~99세,2025. 1/4,286,283,3,
용산구,구계,100세 이상,2025. 1/4,58,54,4,
용산구,후암동,합계,2025. 1/4,16229,15757,472,
용산구,후암동,0~4세,2025. 1/4,246,238,8,
용산구,후암동,5~9세,2025. 1/4,381,370,11,
용산구,후암동,10~14세,2025. 1/4,535,518,17,
용산구,후암동,15~19세,2025. 1/4,562,546,16,
용산구,후암동,20~24세,2025. 1/4,750,730,20,
용산구,후암동,25~29세,2025. 1/4,1400,1360,40,
용산구,후암동,30~34세,2025. 1/4,1649,1599,50,
용산구,후암동,35~39세,2025. 1/4,1247,1192,55,
용산구,후암동,40~44세,2025. 1/4,1194,1138,56,
용산구,후암동,45~49세,2025. 1/4,1117,1070,47,
용산구,후암동,50~54세,2025. 1/4,1345,1297,48,
용산구,후암동,55~59세,2025. 1/4,1273,1240,33,
용산구,후암동,60~64세,2025. 1/4,1264,1232,32,
용산구,후암동,65~69세,2025. 1/4,1096,1077,19,
용산구,후암동,70~74세,2025. 1/4,799,791,8,
용산구,후암동,75~79세,2025. 1/4,553,549,4,
용산구,후암동,80~84세,2025. 1/4,433,429,4,
용산구,후암동,85~89세,2025. 1/4,273,270,3,
용산구,후암동,90~94세,2025. 1/4,81,81,-,
용산구,후암동,95~99세,2025. 1/4,23,23,-,
용산구,후암동,100세 이상,2025. 1/4,8,7,1,
용산구,용산2가동,합계,2025. 1/4,10015,8628,1387,
용산구,용산2가동,0~4세,2025. 1/4,132,99,33,
용산구,용산2가동,5~9세,2025. 1/4,160,121,39,
용산구,용산2가동,10~14세,2025. 1/4,199,160,39,
용산구,용산2가동,15~19세,2025. 1/4,271,237,34,
용산구,용산2가동,20~24세,2025. 1/4,575,428,147,
용산구,용산2가동,25~29세,2025. 1/4,1012,846,166,
용산구,용산2가동,30~34세,2025. 1/4,1196,957,239,
용산구,용산2가동,35~39세,2025. 1/4,885,676,209,
용산구,용산2가동,40~44세,2025. 1/4,753,616,137,
용산구,용산2가동,45~49세,2025. 1/4,651,534,117,
용산구,용산2가동,50~54세,2025. 1/4,712,631,81,
용산구,용산2가동,55~59세,2025. 1/4,637,570,67,
용산구,용산2가동,60~64세,2025. 1/4,670,640,30,
용산구,용산2가동,65~69세,2025. 1/4,680,651,29,
용산구,용산2가동,70~74세,2025. 1/4,496,485,11,
용산구,용산2가동,75~79세,2025. 1/4,415,411,4,
용산구,용산2가동,80~84세,2025. 1/4,294,292,2,
용산구,용산2가동,85~89세,2025. 1/4,195,192,3,
용산구,용산2가동,90~94세,2025. 1/4,64,64,-,
용산구,용산2가동,95~99세,2025. 1/4,17,17,-,
용산구,용산2가동,100세 이상,2025. 1/4,1,1,-,
용산구,남영동,합계,2025. 1/4,7218,6718,500,
용산구,남영동,0~4세,2025. 1/4,60,48,12,
용산구,남영동,5~9세,2025. 1/4,73,62,11,
용산구,남영동,10~14세,2025. 1/4,102,84,18,
용산구,남영동,15~19세,2025. 1/4,148,119,29,
용산구,남영동,20~24세,2025. 1/4,294,250,44,
용산구,남영동,25~29세,2025. 1/4,577,519,58,
용산구,남영동,30~34세,2025. 1/4,699,649,50,
용산구,남영동,35~39세,2025. 1/4,473,416,57,
용산구,남영동,40~44세,2025. 1/4,403,365,38,
용산구,남영동,45~49세,2025. 1/4,450,401,49,
용산구,남영동,50~54세,2025. 1/4,703,660,43,
용산구,남영동,55~59세,2025. 1/4,756,718,38,
용산구,남영동,60~64세,2025. 1/4,829,804,25,
용산구,남영동,65~69세,2025. 1/4,656,641,15,
용산구,남영동,70~74세,2025. 1/4,386,379,7,
용산구,남영동,75~79세,2025. 1/4,260,260,-,
용산구,남영동,80~84세,2025. 1/4,192,188,4,
용산구,남영동,85~89세,2025. 1/4,114,112,2,
용산구,남영동,90~94세,2025. 1/4,32,32,-,
용산구,남영동,95~99세,2025. 1/4,7,7,-,
용산구,남영동,100세 이상,2025. 1/4,4,4,-,
용산구,원효로2동,합계,2025. 1/4,13641,13511,130,
용산구,원효로2동,0~4세,2025. 1/4,326,324,2,
용산구,원효로2동,5~9세,2025. 1/4,394,392,2,
용산구,원효로2동,10~14세,2025. 1/4,452,447,5,
용산구,원효로2동,15~19세,2025. 1/4,472,468,4,
용산구,원효로2동,20~24세,2025. 1/4,711,700,11,
용산구,원효로2동,25~29세,2025. 1/4,1115,1109,6,
용산구,원효로2동,30~34세,2025. 1/4,1384,1365,19,
용산구,원효로2동,35~39세,2025. 1/4,1039,1021,18,
용산구,원효로2동,40~44세,2025. 1/4,1014,999,15,
용산구,원효로2동,45~49세,2025. 1/4,903,885,18,
용산구,원효로2동,50~54세,2025. 1/4,1110,1099,11,
용산구,원효로2동,55~59세,2025. 1/4,1088,1080,8,
용산구,원효로2동,60~64세,2025. 1/4,1046,1041,5,
용산구,원효로2동,65~69세,2025. 1/4,884,880,4,
용산구,원효로2동,70~74세,2025. 1/4,570,570,-,
용산구,원효로2동,75~79세,2025. 1/4,466,466,-,
용산구,원효로2동,80~84세,2025. 1/4,331,330,1,
용산구,원효로2동,85~89세,2025. 1/4,234,234,-,
용산구,원효로2동,90~94세,2025. 1/4,80,79,1,
용산구,원효로2동,95~99세,2025. 1/4,19,19,-,
용산구,원효로2동,100세 이상,2025. 1/4,3,3,-,
용산구,효창동,합계,2025. 1/4,10668,10511,157,
용산구,효창동,0~4세,2025. 1/4,305,295,10,
용산구,효창동,5~9세,2025. 1/4,361,350,11,
용산구,효창동,10~14세,2025. 1/4,332,327,5,
용산구,효창동,15~19세,2025. 1/4,339,333,6,
용산구,효창동,20~24세,2025. 1/4,593,587,6,
용산구,효창동,25~29세,2025. 1/4,915,902,13,
용산구,효창동,30~34세,2025. 1/4,1149,1132,17,
용산구,효창동,35~39세,2025. 1/4,926,901,25,
용산구,효창동,40~44세,2025. 1/4,855,835,20,
용산구,효창동,45~49세,2025. 1/4,730,714,16,
용산구,효창동,50~54세,2025. 1/4,899,887,12,
용산구,효창동,55~59세,2025. 1/4,856,849,7,
용산구,효창동,60~64세,2025. 1/4,711,706,5,
용산구,효창동,65~69세,2025. 1/4,557,557,-,
용산구,효창동,70~74세,2025. 1/4,367,365,2,
용산구,효창동,75~79세,2025. 1/4,305,304,1,
