구,동,연령별,계,한국인,등록외국인,
종로구,사직동,합계,9177,8937,240,
종로구,사직동,0~4세,155,150,5,
종로구,사직동,5~9세,253,245,8,
종로구,사직동,10~14세,322,316,6,
종로구,사직동,15~19세,312,309,3,
종로구,사직동,20~24세,408,400,8,
종로구,사직동,25~29세,652,636,16,
종로구,사직동,30~34세,831,815,16,
종로구,사직동,35~39세,645,614,31,
종로구,사직동,40~44세,767,723,44,
종로구,사직동,45~49세,691,656,35,
종로구,사직동,50~54세,773,751,22,
종로구,사직동,55~59세,722,708,14,
종로구,사직동,60~64세,681,667,14,
종로구,사직동,65~69세,614,602,12,
종로구,사직동,70~74세,388,386,2,
종로구,사직동,75~79세,337,335,2,
종로구,사직동,80~84세,304,304,-,
종로구,사직동,85~89세,208,207,1,
종로구,사직동,90~94세,82,81,1,
종로구,사직동,95~99세,25,25,-,
종로구,사직동,100세 이상,7,7,-,
종로구,삼청동,합계,2441,2189,252,
종로구,삼청동,0~4세,37,32,5,
종로구,삼청동,5~9세,66,48,18,
종로구,삼청동,10~14세,97,70,27,
종로구,삼청동,15~19세,106,84,22,
종로구,삼청동,20~24세,83,80,3,
종로구,삼청동,25~29세,159,150,9,
종로구,삼청동,30~34세,152,141,11,
종로구,삼청동,35~39세,162,137,25,
종로구,삼청동,40~44세,200,165,35,
종로구,삼청동,45~49세,172,135,37,
종로구,삼청동,50~54세,188,166,22,
종로구,삼청동,55~59세,180,170,10,
종로구,삼청동,60~64세,191,184,7,
종로구,삼청동,65~69세,195,185,10,
종로구,삼청동,70~74세,136,132,4,
종로구,삼청동,75~79세,133,128,5,
종로구,삼청동,80~84세,97,96,1,
종로구,삼청동,85~89세,55,54,1,
종로구,삼청동,90~94세,27,27,-,
종로구,삼청동,95~99세,5,5,-,
종로구,삼청동,100세 이상,-,-,-,
종로구,부암동,합계,9282,9016,266,
종로구,부암동,0~4세,120,120,-,
종로구,부암동,5~9세,234,234,-,
종로구,부암동,10~14세,371,371,-,
종로구,부암동,15~19세,411,408,3,
종로구,부암동,20~24세,519,454,65,
종로구,부암동,25~29세,640,571,69,
종로구,부암동,30~34세,709,667,42,
종로구,부암동,35~39세,556,526,30,
종로구,부암동,40~44세,678,659,19,
종로구,부암동,45~49세,681,670,11,
종로구,부암동,50~54세,837,831,6,
종로구,부암동,55~59세,787,778,9,
종로구,부암동,60~64세,724,721,3,
종로구,부암동,65~69세,667,662,5,
종로구,부암동,70~74세,431,428,3,
종로구,부암동,75~79세,380,379,1,
종로구,부암동,80~84세,265,265,-,
종로구,부암동,85~89세,180,180,-,
종로구,부암동,90~94세,63,63,-,
종로구,부암동,95~99세,26,26,-,
종로구,부암동,100세 이상,3,3,-,
종로구,평창동,합계,17426,17233,193,
종로구,평창동,0~4세,368,367,1,
종로구,평창동,5~9세,550,549,1,
종로구,평창동,10~14세,756,751,5,
종로구,평창동,15~19세,769,768,1,
종로구,평창동,20~24세,885,883,2,
종로구,평창동,25~29세,1020,1005,15,
종로구,평창동,30~34세,1061,1049,12,
종로구,평창동,35~39세,1013,979,34,
종로구,평창동,40~44세,1260,1235,25,
종로구,평창동,45~49세,1192,1170,22,
종로구,평창동,50~54세,1549,1534,15,
종로구,평창동,55~59세,1568,1550,18,
종로구,평창동,60~64세,1541,1525,16,
종로구,평창동,65~69세,1314,1303,11,
종로구,평창동,70~74세,868,862,6,
종로구,평창동,75~79세,664,661,3,
종로구,평창동,80~84세,483,481,2,
종로구,평창동,85~89세,358,355,3,
종로구,평창동,90~94세,163,162,1,
종로구,평창동,95~99세,31,31,-,
종로구,평창동,100세 이상,13,13,-,
종로구,무악동,합계,7857,7829,28,
종로구,무악동,0~4세,188,188,-,
종로구,무악동,5~9세,297,297,-,
종로구,무악동,10~14세,458,458,-,
종로구,무악동,15~19세,445,445,-,
종로구,무악동,20~24세,426,425,1,
종로구,무악동,25~29세,370,370,-,
종로구,무악동,30~34세,397,391,6,
종로구,무악동,35~39세,430,425,5,
종로구,무악동,40~44세,603,600,3,
종로구,무악동,45~49세,631,630,1,
종로구,무악동,50~54세,823,818,5,
종로구,무악동,55~59세,596,594,2,
종로구,무악동,60~64세,622,620,2,
종로구,무악동,65~69세,508,505,3,
종로구,무악동,70~74세,346,346,-,
종로구,무악동,75~79세,279,279,-,
종로구,무악동,80~84세,241,241,-,
종로구,무악동,85~89세,139,139,-,
종로구,무악동,90~94세,47,47,-,
종로구,무악동,95~99세,9,9,-,
종로구,무악동,100세 이상,2,2,-,
종로구,교남동,합계,9674,9512,162,
종로구,교남동,0~4세,282,277,5,
종로구,교남동,5~9세,409,404,5,
종로구,교남동,10~14세,361,351,10,
종로구,교남동,15~19세,397,390,7,
종로구,교남동,20~24세,424,423,1,
종로구,교남동,25~29세,642,634,8,
종로구,교남동,30~34세,703,691,12,
종로구,교남동,35~39세,724,704,20,
종로구,교남동,40~44세,863,838,25,
종로구,교남동,45~49세,825,802,23,
종로구,교남동,50~54세,899,885,14,
종로구,교남동,55~59세,759,745,14,
종로구,교남동,60~64세,624,618,6,
종로구,교남동,65~69세,562,556,6,
종로구,교남동,70~74세,417,416,1,
종로구,교남동,75~79세,344,341,3,
종로구,교남동,80~84세,239,238,1,
종로구,교남동,85~89세,146,146,-,
종로구,교남동,90~94세,43,43,-,
종로구,교남동,95~99세,11,10,1,
종로구,교남동,100세 이상,-,-,-,
종로구,가회동,합계,3868,3763,105,
종로구,가회동,0~4세,58,55,3,
종로구,가회동,5~9세,97,93,4,
종로구,가회동,10~14세,148,145,3,
종로구,가회동,15~19세,162,157,5,
종로구,가회동,20~24세,149,148,1,
종로구,가회동,25~29세,219,215,4,
종로구,가회동,30~34세,289,278,11,
종로구,가회동,35~39세,249,235,14,
종로구,가회동,40~44세,294,284,10,
종로구,가회동,45~49세,322,303,19,
종로구,가회동,50~54세,352,340,12,
종로구,가회동,55~59세,330,321,9,
종로구,가회동,60~64세,297,294,3,
종로구,가회동,65~69세,261,257,4,
종로구,가회동,70~74세,196,195,1,
종로구,가회동,75~79세,177,175,2,
종로구,가회동,80~84세,149,149,-,
종로구,가회동,85~89세,79,79,-,
종로구,가회동,90~94세,31,31,-,
종로구,가회동,95~99세,8,8,-,
종로구,가회동,100세 이상,1,1,-,
종로구,종로1.2.3.4가동,합계,8506,6670,1836,
종로구,종로1.2.3.4가동,0~4세,155,69,86,
종로구,종로1.2.3.4가동,5~9세,212,75,137,
종로구,종로1.2.3.4가동,10~14세,239,105,134,
종로구,종로1.2.3.4가동,15~19세,234,113,121,
종로구,종로1.2.3.4가동,20~24세,400,284,116,
종로구,종로1.2.3.4가동,25~29세,770,647,123,
종로구,종로1.2.3.4가동,30~34세,736,604,132,
종로구,종로1.2.3.4가동,35~39세,623,423,200,
종로구,종로1.2.3.4가동,40~44세,672,428,244,
종로구,종로1.2.3.4가동,45~49세,588,393,195,
종로구,종로1.2.3.4가동,50~54세,645,498,147,
종로구,종로1.2.3.4가동,55~59세,648,560,88,
종로구,종로1.2.3.4가동,60~64세,715,649,66,
종로구,종로1.2.3.4가동,65~69세,669,640,29,
종로구,종로1.2.3.4가동,70~74세,433,427,6,
종로구,종로1.2.3.4가동,75~79세,327,322,5,
종로구,종로1.2.3.4가동,80~84세,262,257,5,
종로구,종로1.2.3.4가동,85~89세,120,119,1,
종로구,종로1.2.3.4가동,90~94세,43,42,1,
종로구,종로1.2.3.4가동,95~99세,12,12,-,
종로구,종로1.2.3.4가동,100세 이상,3,3,-,
종로구,종로5.6가동,합계,5770,5284,486,
종로구,종로5.6가동,0~4세,46,43,3,
종로구,종로5.6가동,5~9세,106,98,8,
종로구,종로5.6가동,10~14세,90,85,5,
종로구,종로5.6가동,15~19세,120,103,17,
종로구,종로5.6가동,20~24세,479,348,131,
종로구,종로5.6가동,25~29세,842,713,129,
종로구,종로5.6가동,30~34세,691,621,70,
종로구,종로5.6가동,35~39세,371,341,30,
종로구,종로5.6가동,40~44세,316,293,23,
종로구,종로5.6가동,45~49세,289,269,20,
종로구,종로5.6가동,50~54세,393,375,18,
종로구,종로5.6가동,55~59세,444,431,13,
종로구,종로5.6가동,60~64세,466,458,8,
종로구,종로5.6가동,65~69세,356,350,6,
종로구,종로5.6가동,70~74세,244,241,3,
종로구,종로5.6가동,75~79세,224,223,1,
종로구,종로5.6가동,80~84세,171,171,-,
종로구,종로5.6가동,85~89세,85,85,-,
종로구,종로5.6가동,90~94세,29,28,1,
종로구,종로5.6가동,95~99세,8,8,-,
종로구,종로5.6가동,100세 이상,-,-,-,
종로구,이화동,합계,7538,7018,520,
종로구,이화동,0~4세,72,67,5,
종로구,이화동,5~9세,94,89,5,
종로구,이화동,10~14세,138,134,4,
종로구,이화동,15~19세,205,193,12,
종로구,이화동,20~24세,652,508,144,
종로구,이화동,25~29세,1235,1052,183,
종로구,이화동,30~34세,836,783,53,
종로구,이화동,35~39세,508,460,48,
종로구,이화동,40~44세,441,423,18,
종로구,이화동,45~49세,378,368,10,
종로구,이화동,50~54세,516,506,10,
종로구,이화동,55~59세,508,499,9,
종로구,이화동,60~64세,535,525,10,
종로구,이화동,65~69세,418,415,3,
종로구,이화동,70~74세,344,338,6,
종로구,이화동,75~79세,255,255,-,
종로구,이화동,80~84세,222,222,-,
종로구,이화동,85~89세,127,127,-,
종로구,이화동,90~94세,44,44,-,
종로구,이화동,95~99세,10,10,-,
종로구,이화동,100세 이상,-,-,-,
종로구,창신1동,합계,5440,4488,952,
종로구,창신1동,0~4세,63,58,5,
종로구,창신1동,5~9세,58,43,15,
종로구,창신1동,10~14세,75,70,5,
종로구,창신1동,15~19세,100,82,18,
종로구,창신1동,20~24세,499,204,295,
종로구,창신1동,25~29세,571,349,222,
종로구,창신1동,30~34세,453,365,88,
종로구,창신1동,35~39세,292,235,57,
종로구,창신1동,40~44세,274,224,50,
종로구,창신1동,45~49세,267,228,39,
종로구,창신1동,50~54세,377,337,40,
종로구,창신1동,55~59세,500,444,56,
종로구,창신1동,60~64세,573,535,38,
종로구,창신1동,65~69세,512,496,16,
종로구,창신1동,70~74세,311,305,6,
종로구,창신1동,75~79세,226,225,1,
종로구,창신1동,80~84세,156,156,-,
종로구,창신1동,85~89세,102,102,-,
종로구,창신1동,90~94세,29,28,1,
종로구,창신1동,95~99세,2,2,-,
종로구,창신1동,100세 이상,-,-,-,
종로구,창신2동,합계,8538,7278,1260,
종로구,창신2동,0~4세,89,71,18,
종로구,창신2동,5~9세,87,71,16,
종로구,창신2동,10~14세,126,120,6,
종로구,창신2동,15~19세,193,175,18,
종로구,창신2동,20~24세,687,316,371,
종로구,창신2동,25~29세,819,521,298,
종로구,창신2동,30~34세,656,526,130,
종로구,창신2동,35~39세,456,376,80,
종로구,창신2동,40~44세,415,346,69,
종로구,창신2동,45~49세,434,387,47,
종로구,창신2동,50~54세,766,714,52,
종로구,창신2동,55~59세,911,844,67,
종로구,창신2동,60~64세,885,848,37,
종로구,창신2동,65~69세,729,701,28,
종로구,창신2동,70~74세,467,458,9,
종로구,창신2동,75~79세,352,344,8,
종로구,창신2동,80~84세,278,274,4,
종로구,창신2동,85~89세,131,129,2,
종로구,창신2동,90~94세,47,47,-,
종로구,창신2동,95~99세,10,10,-,
종로구,창신2동,100세 이상,-,-,-,
종로구,창신3동,합계,6425,6205,220,
종로구,창신3동,0~4세,125,123,2,
종로구,창신3동,5~9세,146,141,5,
종로구,창신3동,10~14세,175,169,6,
종로구,창신3동,15~19세,229,224,5,
종로구,창신3동,20~24세,370,301,69,
종로구,창신3동,25~29세,479,435,44,
종로구,창신3동,30~34세,526,505,21,
종로구,창신3동,35~39세,423,407,16,
종로구,창신3동,40~44세,413,397,16,
종로구,창신3동,45~49세,389,376,13,
종로구,창신3동,50~54세,530,520,10,
종로구,창신3동,55~59세,606,601,5,
종로구,창신3동,60~64세,598,595,3,
종로구,창신3동,65~69세,511,510,1,
종로구,창신3동,70~74세,327,325,2,
종로구,창신3동,75~79세,235,234,1,
종로구,창신3동,80~84세,196,196,-,
종로구,창신3동,85~89세,97,96,1,
종로구,창신3동,90~94세,38,38,-,
종로구,창신3동,95~99세,11,11,-,
종로구,창신3동,100세 이상,1,1,-,
종로구,숭인1동,합계,6090,5738,352,
종로구,숭인1동,0~4세,81,76,5,
종로구,숭인1동,5~9세,93,88,5,
종로구,숭인1동,10~14세,159,155,4,
종로구,숭인1동,15~19세,176,171,5,
종로구,숭인1동,20~24세,340,274,66,
종로구,숭인1동,25~29세,493,425,68,
종로구,숭인1동,30~34세,487,449,38,
종로구,숭인1동,35~39세,393,357,36,
종로구,숭인1동,40~44세,413,386,27,
종로구,숭인1동,45~49세,404,387,17,
종로구,숭인1동,50~54세,571,539,32,
종로구,숭인1동,55~59세,538,515,23,
종로구,숭인1동,60~64세,567,553,14,
종로구,숭인1동,65~69세,461,454,7,
종로구,숭인1동,70~74세,319,316,3,
종로구,숭인1동,75~79세,251,249,2,
종로구,숭인1동,80~84세,191,191,-,
종로구,숭인1동,85~89세,106,106,-,
종로구,숭인1동,90~94세,35,35,-,
종로구,숭인1동,95~99세,10,10,-,
종로구,숭인1동,100세 이상,2,2,-,
종로구,숭인2동,합계,11239,10166,1073,
종로구,숭인2동,0~4세,105,103,2,
종로구,숭인2동,5~9세,94,91,3,
종로구,숭인2동,10~14세,122,121,1,
종로구,숭인2동,15~19세,192,159,33,
종로구,숭인2동,20~24세,1131,799,332,
종로구,숭인2동,25~29세,2029,1657,372,
종로구,숭인2동,30~34세,1506,1390,116,
종로구,숭인2동,35~39세,751,693,58,
종로구,숭인2동,40~44세,575,540,35,
종로구,숭인2동,45~49세,534,518,16,
종로구,숭인2동,50~54세,725,695,30,
종로구,숭인2동,55~59세,832,806,26,
종로구,숭인2동,60~64세,773,748,25,
종로구,숭인2동,65~69세,676,659,17,
종로구,숭인2동,70~74세,467,463,4,
종로구,숭인2동,75~79세,332,329,3,
종로구,숭인2동,80~84세,235,235,-,
종로구,숭인2동,85~89세,119,119,-,
종로구,숭인2동,90~94세,35,35,-,
종로구,숭인2동,95~99세,6,6,-,
종로구,숭인2동,100세 이상,-,-,-,
종로구,청운효자동,합계,11111,10986,125,
종로구,청운효자동,0~4세,222,219,3,
종로구,청운효자동,5~9세,316,314,2,
종로구,청운효자동,10~14세,493,488,5,
종로구,청운효자동,15~19세,536,533,3,
종로구,청운효자동,20~24세,550,544,6,
종로구,청운효자동,25~29세,761,749,12,
종로구,청운효자동,30~34세,839,826,13,
종로구,청운효자동,35~39세,687,674,13,
종로구,청운효자동,40~44세,868,855,13,
종로구,청운효자동,45~49세,923,903,20,
종로구,청운효자동,50~54세,1007,1000,7,
종로구,청운효자동,55~59세,901,896,5,
종로구,청운효자동,60~64세,743,735,8,
종로구,청운효자동,65~69세,673,667,6,
종로구,청운효자동,70~74세,500,496,4,
종로구,청운효자동,75~79세,426,423,3,
종로구,청운효자동,80~84세,349,347,2,
종로구,청운효자동,85~89세,217,217,-,
종로구,청운효자동,90~94세,81,81,-,
종로구,청운효자동,95~99세,15,15,-,
종로구,청운효자동,100세 이상,4,4,-,
종로구,혜화동,합계,19096,15872,3224,
종로구,혜화동,0~4세,194,185,9,
종로구,혜화동,5~9세,280,272,8,
종로구,혜화동,10~14세,491,485,6,
종로구,혜화동,15~19세,873,762,111,
종로구,혜화동,20~24세,3710,2117,1593,
종로구,혜화동,25~29세,3220,2148,1072,
종로구,혜화동,30~34세,1458,1225,233,
종로구,혜화동,35~39세,869,791,78,
종로구,혜화동,40~44세,956,913,43,
종로구,혜화동,45~49세,931,913,18,
종로구,혜화동,50~54세,1255,1234,21,
종로구,혜화동,55~59세,1077,1069,8,
종로구,혜화동,60~64세,981,970,11,
종로구,혜화동,65~69세,766,758,8,
종로구,혜화동,70~74세,593,591,2,
종로구,혜화동,75~79세,541,539,2,
종로구,혜화동,80~84세,493,493,-,
종로구,혜화동,85~89세,282,282,-,
종로구,혜화동,90~94세,100,99,1,
종로구,혜화동,95~99세,19,19,-,
종로구,혜화동,100세 이상,7,7,-,
중구,소공동,합계,3480,2171,1309,
중구,소공동,0~4세,104,62,42,
중구,소공동,5~9세,155,78,77,
중구,소공동,10~14세,163,74,89,
중구,소공동,15~19세,154,65,89,
중구,소공동,20~24세,98,63,35,
중구,소공동,25~29세,195,142,53,
중구,소공동,30~34세,325,216,109,
중구,소공동,35~39세,372,224,148,
중구,소공동,40~44세,476,311,165,
중구,소공동,45~49세,385,228,157,
중구,소공동,50~54세,297,164,133,
중구,소공동,55~59세,243,147,96,
중구,소공동,60~64세,163,106,57,
중구,소공동,65~69세,145,111,34,
중구,소공동,70~74세,73,65,8,
중구,소공동,75~79세,55,49,6,
중구,소공동,80~84세,41,35,6,
중구,소공동,85~89세,26,23,3,
중구,소공동,90~94세,7,6,1,
중구,소공동,95~99세,2,2,-,
중구,소공동,100세 이상,1,-,1,
중구,회현동,합계,4972,4303,669,
중구,회현동,0~4세,80,67,13,
중구,회현동,5~9세,112,77,35,
중구,회현동,10~14세,129,93,36,
중구,회현동,15~19세,146,115,31,
중구,회현동,20~24세,173,154,19,
중구,회현동,25~29세,286,255,31,
중구,회현동,30~34세,323,290,33,
중구,회현동,35~39세,308,249,59,
중구,회현동,40~44세,324,244,80,
중구,회현동,45~49세,307,237,70,
중구,회현동,50~54세,447,374,73,
중구,회현동,55~59세,430,383,47,
중구,회현동,60~64세,491,439,52,
중구,회현동,65~69세,488,450,38,
중구,회현동,70~74세,365,336,29,
중구,회현동,75~79세,234,223,11,
중구,회현동,80~84세,166,160,6,
중구,회현동,85~89세,101,98,3,
중구,회현동,90~94세,42,39,3,
중구,회현동,95~99세,19,19,-,
중구,회현동,100세 이상,1,1,-,
중구,명동,합계,3378,2515,863,
중구,명동,0~4세,36,25,11,
중구,명동,5~9세,58,21,37,
중구,명동,10~14세,68,41,27,
중구,명동,15~19세,96,77,19,
중구,명동,20~24세,184,111,73,
중구,명동,25~29세,292,201,91,
중구,명동,30~34세,282,183,99,
중구,명동,35~39세,242,131,111,
중구,명동,40~44세,235,157,78,
중구,명동,45~49세,239,167,72,
중구,명동,50~54세,291,219,72,
중구,명동,55~59세,294,227,67,
중구,명동,60~64세,269,218,51,
중구,명동,65~69세,270,242,28,
중구,명동,70~74세,189,171,18,
중구,명동,75~79세,139,134,5,
중구,명동,80~84세,109,106,3,
중구,명동,85~89세,48,48,-,
중구,명동,90~94세,31,30,1,
중구,명동,95~99세,6,6,-,
중구,명동,100세 이상,-,-,-,
중구,필동,합계,5241,4354,887,
중구,필동,0~4세,70,69,1,
중구,필동,5~9세,69,67,2,
중구,필동,10~14세,94,87,7,
중구,필동,15~19세,161,116,45,
중구,필동,20~24세,654,368,286,
중구,필동,25~29세,733,453,280,
중구,필동,30~34세,590,487,103,
중구,필동,35~39세,454,394,60,
중구,필동,40~44세,309,289,20,
중구,필동,45~49세,276,248,28,
중구,필동,50~54세,297,280,17,
중구,필동,55~59세,307,292,15,
중구,필동,60~64세,289,274,15,
중구,필동,65~69세,324,319,5,
중구,필동,70~74세,214,213,1,
중구,필동,75~79세,144,144,-,
중구,필동,80~84세,126,126,-,
중구,필동,85~89세,73,72,1,
중구,필동,90~94세,39,38,1,
중구,필동,95~99세,16,16,-,
중구,필동,100세 이상,2,2,-,
중구,장충동,합계,5515,4575,940,
중구,장충동,0~4세,67,53,14,
중구,장충동,5~9세,75,61,14,
중구,장충동,10~14세,108,94,14,
중구,장충동,15~19세,225,196,29,
중구,장충동,20~24세,1005,714,291,
중구,장충동,25~29세,809,541,268,
중구,장충동,30~34세,511,414,97,
중구,장충동,35~39세,288,238,50,
중구,장충동,40~44세,294,253,41,
중구,장충동,45~49세,261,225,36,
중구,장충동,50~54세,331,301,30,
중구,장충동,55~59세,308,287,21,
중구,장충동,60~64세,287,269,18,
중구,장충동,65~69세,285,278,7,
중구,장충동,70~74세,213,205,8,
중구,장충동,75~79세,178,178,-,
중구,장충동,80~84세,150,149,1,
중구,장충동,85~89세,84,83,1,
중구,장충동,90~94세,27,27,-,
중구,장충동,95~99세,8,8,-,
중구,장충동,100세 이상,1,1,-,
중구,광희동,합계,7130,5731,1399,
중구,광희동,0~4세,71,60,11,
중구,광희동,5~9세,73,56,17,
중구,광희동,10~14세,104,76,28,
중구,광희동,15~19세,143,98,45,
중구,광희동,20~24세,781,396,385,
중구,광희동,25~29세,1055,748,307,
중구,광희동,30~34세,945,803,142,
중구,광희동,35~39세,596,490,106,
중구,광희동,40~44세,453,375,78,
중구,광희동,45~49세,360,293,67,
중구,광희동,50~54세,404,339,65,
중구,광희동,55~59세,443,372,71,
중구,광희동,60~64세,459,424,35,
중구,광희동,65~69세,429,410,19,
중구,광희동,70~74세,316,305,11,
중구,광희동,75~79세,209,205,4,
중구,광희동,80~84세,173,169,4,
중구,광희동,85~89세,87,84,3,
중구,광희동,90~94세,22,22,-,
중구,광희동,95~99세,7,6,1,
중구,광희동,100세 이상,-,-,-,
중구,을지로동,합계,3418,3073,345,
중구,을지로동,0~4세,95,87,8,
중구,을지로동,5~9세,43,39,4,
중구,을지로동,10~14세,48,42,6,
중구,을지로동,15~19세,54,40,14,
중구,을지로동,20~24세,129,90,39,
중구,을지로동,25~29세,351,285,66,
중구,을지로동,30~34세,528,481,47,
중구,을지로동,35~39세,487,437,50,
중구,을지로동,40~44세,316,291,25,
중구,을지로동,45~49세,241,212,29,
중구,을지로동,50~54세,214,191,23,
중구,을지로동,55~59세,184,167,17,
중구,을지로동,60~64세,207,201,6,
중구,을지로동,65~69세,182,178,4,
중구,을지로동,70~74세,137,132,5,
중구,을지로동,75~79세,81,80,1,
중구,을지로동,80~84세,65,65,-,
중구,을지로동,85~89세,45,44,1,
중구,을지로동,90~94세,6,6,-,
중구,을지로동,95~99세,5,5,-,
중구,을지로동,100세 이상,-,-,-,
중구,신당5동,합계,10440,10067,373,
중구,신당5동,0~4세,214,211,3,
중구,신당5동,5~9세,219,211,8,
중구,신당5동,10~14세,248,242,6,
중구,신당5동,15~19세,257,244,13,
중구,신당5동,20~24세,523,467,56,
중구,신당5동,25~29세,992,906,86,
중구,신당5동,30~34세,1107,1072,35,
중구,신당5동,35~39세,855,812,43,
중구,신당5동,40~44세,708,693,15,
중구,신당5동,45~49세,687,663,24,
중구,신당5동,50~54세,824,802,22,
중구,신당5동,55~59세,887,860,27,
중구,신당5동,60~64세,858,840,18,
중구,신당5동,65~69세,698,689,9,
중구,신당5동,70~74세,483,482,1,
중구,신당5동,75~79세,390,386,4,
중구,신당5동,80~84세,285,282,3,
중구,신당5동,85~89세,145,145,-,
중구,신당5동,90~94세,45,45,-,
중구,신당5동,95~99세,14,14,-,
중구,신당5동,100세 이상,1,1,-,
중구,황학동,합계,13980,13106,874,
중구,황학동,0~4세,309,301,8,
중구,황학동,5~9세,304,275,29,
중구,황학동,10~14세,232,215,17,
중구,황학동,15~19세,247,232,15,
중구,황학동,20~24세,701,587,114,
중구,황학동,25~29세,1772,1594,178,
중구,황학동,30~34세,1998,1898,100,
중구,황학동,35~39세,1440,1352,88,
중구,황학동,40~44세,1115,1063,52,
중구,황학동,45~49세,856,804,52,
중구,황학동,50~54세,904,859,45,
중구,황학동,55~59세,912,843,69,
중구,황학동,60~64세,895,844,51,
중구,황학동,65~69세,788,752,36,
중구,황학동,70~74세,588,575,13,
중구,황학동,75~79세,434,430,4,
중구,황학동,80~84세,284,284,-,
중구,황학동,85~89세,127,124,3,
중구,황학동,90~94세,62,62,-,
중구,황학동,95~99세,11,11,-,
중구,황학동,100세 이상,1,1,-,
중구,중림동,합계,12388,12039,349,
중구,중림동,0~4세,449,437,12,
중구,중림동,5~9세,460,453,7,
중구,중림동,10~14세,357,349,8,
중구,중림동,15~19세,368,361,7,
중구,중림동,20~24세,490,465,25,
중구,중림동,25~29세,883,836,47,
중구,중림동,30~34세,1060,1031,29,
중구,중림동,35~39세,1137,1084,53,
중구,중림동,40~44세,1192,1149,43,
중구,중림동,45~49세,952,927,25,
중구,중림동,50~54세,955,926,29,
중구,중림동,55~59세,900,883,17,
중구,중림동,60~64세,885,863,22,
중구,중림동,65~69세,739,730,9,
중구,중림동,70~74세,528,519,9,
중구,중림동,75~79세,453,448,5,
중구,중림동,80~84세,306,305,1,
중구,중림동,85~89세,188,188,-,
중구,중림동,90~94세,70,69,1,
중구,중림동,95~99세,10,10,-,
중구,중림동,100세 이상,6,6,-,
중구,신당동,합계,8816,7346,1470,
중구,신당동,0~4세,102,82,20,
중구,신당동,5~9세,160,135,25,
중구,신당동,10~14세,123,109,14,
중구,신당동,15~19세,159,138,21,
중구,신당동,20~24세,658,366,292,
중구,신당동,25~29세,1196,810,386,
중구,신당동,30~34세,963,782,181,
중구,신당동,35~39세,664,556,108,
중구,신당동,40~44세,591,501,90,
중구,신당동,45~49세,505,444,61,
중구,신당동,50~54세,594,531,63,
중구,신당동,55~59세,695,601,94,
중구,신당동,60~64세,717,647,70,
중구,신당동,65~69세,564,536,28,
중구,신당동,70~74세,390,384,6,
중구,신당동,75~79세,321,313,8,
중구,신당동,80~84세,250,247,3,
중구,신당동,85~89세,109,109,-,
중구,신당동,90~94세,45,45,-,
중구,신당동,95~99세,8,8,-,
중구,신당동,100세 이상,2,2,-,
중구,다산동,합계,13508,13029,479,
중구,다산동,0~4세,186,174,12,
중구,다산동,5~9세,228,220,8,
중구,다산동,10~14세,292,282,10,
중구,다산동,15~19세,384,367,17,
중구,다산동,20~24세,770,709,61,
중구,다산동,25~29세,1262,1181,81,
중구,다산동,30~34세,1321,1261,60,
중구,다산동,35~39세,924,870,54,
중구,다산동,40~44세,920,877,43,
중구,다산동,45~49세,821,791,30,
중구,다산동,50~54세,1128,1092,36,
중구,다산동,55~59세,1077,1043,34,
중구,다산동,60~64세,1081,1066,15,
중구,다산동,65~69세,1042,1033,9,
중구,다산동,70~74세,715,710,5,
중구,다산동,75~79세,559,557,2,
중구,다산동,80~84세,467,465,2,
중구,다산동,85~89세,226,226,-,
중구,다산동,90~94세,83,83,-,
중구,다산동,95~99세,21,21,-,
중구,다산동,100세 이상,1,1,-,
중구,약수동,합계,16073,15841,232,
중구,약수동,0~4세,372,368,4,
중구,약수동,5~9세,404,396,8,
중구,약수동,10~14세,402,395,7,
중구,약수동,15~19세,441,428,13,
중구,약수동,20~24세,678,657,21,
중구,약수동,25~29세,1018,1002,16,
중구,약수동,30~34세,1196,1182,14,
중구,약수동,35~39세,1137,1107,30,
중구,약수동,40~44세,1129,1105,24,
중구,약수동,45~49세,981,962,19,
중구,약수동,50~54세,1292,1263,29,
중구,약수동,55~59세,1337,1312,25,
중구,약수동,60~64세,1394,1389,5,
중구,약수동,65~69세,1304,1300,4,
중구,약수동,70~74세,1002,993,9,
중구,약수동,75~79세,798,797,1,
중구,약수동,80~84세,631,631,-,
중구,약수동,85~89세,385,384,1,
중구,약수동,90~94세,131,130,1,
중구,약수동,95~99세,37,37,-,
중구,약수동,100세 이상,4,3,1,
중구,청구동,합계,12085,11871,214,
중구,청구동,0~4세,292,287,5,
중구,청구동,5~9세,268,257,11,
중구,청구동,10~14세,321,316,5,
중구,청구동,15~19세,329,322,7,
중구,청구동,20~24세,591,572,19,
중구,청구동,25~29세,843,798,45,
중구,청구동,30~34세,1146,1123,23,
중구,청구동,35~39세,977,946,31,
중구,청구동,40~44세,782,764,18,
중구,청구동,45~49세,703,689,14,
중구,청구동,50~54세,947,931,16,
중구,청구동,55~59세,991,982,9,
중구,청구동,60~64세,992,988,4,
중구,청구동,65~69세,924,919,5,
중구,청구동,70~74세,672,672,-,
중구,청구동,75~79세,526,525,1,
중구,청구동,80~84세,417,417,-,
중구,청구동,85~89세,261,261,-,
중구,청구동,90~94세,80,80,-,
중구,청구동,95~99세,21,20,1,
중구,청구동,100세 이상,2,2,-,
