구,동,연령별,계,한국인,등록외국인,
양천구,신월2동,25~29세,1291,1271,20,
양천구,신월2동,30~34세,1388,1372,16,
양천구,신월2동,35~39세,1301,1277,24,
양천구,신월2동,40~44세,1556,1540,16,
양천구,신월2동,45~49세,1609,1589,20,
양천구,신월2동,50~54세,1680,1663,17,
양천구,신월2동,55~59세,1625,1608,17,
양천구,신월2동,60~64세,1643,1632,11,
양천구,신월2동,65~69세,1726,1717,9,
양천구,신월2동,70~74세,1268,1266,2,
양천구,신월2동,75~79세,903,901,2,
양천구,신월2동,80~84세,489,488,1,
양천구,신월2동,85~89세,230,230,-,
양천구,신월2동,90~94세,91,91,-,
양천구,신월2동,95~99세,16,16,-,
양천구,신월2동,100세 이상,6,6,-,
양천구,신월3동,합계,14165,13962,203,
양천구,신월3동,0~4세,281,276,5,
양천구,신월3동,5~9세,305,299,6,
양천구,신월3동,10~14세,430,423,7,
양천구,신월3동,15~19세,451,445,6,
양천구,신월3동,20~24세,593,585,8,
양천구,신월3동,25~29세,930,912,18,
양천구,신월3동,30~34세,1097,1080,17,
양천구,신월3동,35~39세,803,773,30,
양천구,신월3동,40~44세,870,852,18,
양천구,신월3동,45~49세,928,916,12,
양천구,신월3동,50~54세,1174,1158,16,
양천구,신월3동,55~59세,1336,1310,26,
양천구,신월3동,60~64세,1397,1374,23,
양천구,신월3동,65~69세,1305,1299,6,
양천구,신월3동,70~74세,899,896,3,
양천구,신월3동,75~79세,645,645,-,
양천구,신월3동,80~84세,439,438,1,
양천구,신월3동,85~89세,212,212,-,
양천구,신월3동,90~94세,58,57,1,
양천구,신월3동,95~99세,11,11,-,
양천구,신월3동,100세 이상,1,1,-,
양천구,신월4동,합계,17129,17018,111,
양천구,신월4동,0~4세,386,384,2,
양천구,신월4동,5~9세,572,569,3,
양천구,신월4동,10~14세,728,727,1,
양천구,신월4동,15~19세,777,774,3,
양천구,신월4동,20~24세,783,782,1,
양천구,신월4동,25~29세,995,987,8,
양천구,신월4동,30~34세,992,983,9,
양천구,신월4동,35~39세,1014,997,17,
양천구,신월4동,40~44세,1351,1337,14,
양천구,신월4동,45~49세,1349,1335,14,
양천구,신월4동,50~54세,1436,1421,15,
양천구,신월4동,55~59세,1386,1370,16,
양천구,신월4동,60~64세,1412,1408,4,
양천구,신월4동,65~69세,1425,1423,2,
양천구,신월4동,70~74세,1046,1046,-,
양천구,신월4동,75~79세,713,711,2,
양천구,신월4동,80~84세,449,449,-,
양천구,신월4동,85~89세,214,214,-,
양천구,신월4동,90~94세,85,85,-,
양천구,신월4동,95~99세,11,11,-,
양천구,신월4동,100세 이상,5,5,-,
양천구,신월5동,합계,13965,13808,157,
양천구,신월5동,0~4세,236,233,3,
양천구,신월5동,5~9세,386,380,6,
양천구,신월5동,10~14세,526,523,3,
양천구,신월5동,15~19세,576,573,3,
양천구,신월5동,20~24세,683,671,12,
양천구,신월5동,25~29세,1046,1034,12,
양천구,신월5동,30~34세,1131,1112,19,
양천구,신월5동,35~39세,840,824,16,
양천구,신월5동,40~44세,956,945,11,
양천구,신월5동,45~49세,1039,1018,21,
양천구,신월5동,50~54세,1131,1122,9,
양천구,신월5동,55~59세,1233,1214,19,
양천구,신월5동,60~64세,1242,1229,13,
양천구,신월5동,65~69세,1091,1089,2,
양천구,신월5동,70~74세,747,741,6,
양천구,신월5동,75~79세,514,513,1,
양천구,신월5동,80~84세,358,358,-,
양천구,신월5동,85~89세,154,153,1,
양천구,신월5동,90~94세,64,64,-,
양천구,신월5동,95~99세,12,12,-,
양천구,신월5동,100세 이상,-,-,-,
양천구,신월6동,합계,13790,13717,73,
양천구,신월6동,0~4세,599,596,3,
양천구,신월6동,5~9세,698,696,2,
양천구,신월6동,10~14세,660,660,-,
양천구,신월6동,15~19세,610,607,3,
양천구,신월6동,20~24세,612,611,1,
양천구,신월6동,25~29세,714,709,5,
양천구,신월6동,30~34세,957,948,9,
양천구,신월6동,35~39세,1230,1217,13,
양천구,신월6동,40~44세,1368,1361,7,
양천구,신월6동,45~49세,1038,1033,5,
양천구,신월6동,50~54세,1110,1103,7,
양천구,신월6동,55~59세,952,943,9,
양천구,신월6동,60~64세,918,913,5,
양천구,신월6동,65~69세,886,883,3,
양천구,신월6동,70~74세,640,639,1,
양천구,신월6동,75~79세,381,381,-,
양천구,신월6동,80~84세,265,265,-,
양천구,신월6동,85~89세,113,113,-,
양천구,신월6동,90~94세,29,29,-,
양천구,신월6동,95~99세,6,6,-,
양천구,신월6동,100세 이상,4,4,-,
양천구,신월7동,합계,18329,18173,156,
양천구,신월7동,0~4세,363,357,6,
양천구,신월7동,5~9세,337,332,5,
양천구,신월7동,10~14세,476,473,3,
양천구,신월7동,15~19세,532,530,2,
양천구,신월7동,20~24세,721,718,3,
양천구,신월7동,25~29세,1183,1166,17,
양천구,신월7동,30~34세,1394,1380,14,
양천구,신월7동,35~39세,1124,1106,18,
양천구,신월7동,40~44세,1169,1158,11,
양천구,신월7동,45~49세,1165,1146,19,
양천구,신월7동,50~54세,1464,1445,19,
양천구,신월7동,55~59세,1650,1634,16,
양천구,신월7동,60~64세,1825,1810,15,
양천구,신월7동,65~69세,1732,1725,7,
양천구,신월7동,70~74세,1259,1259,-,
양천구,신월7동,75~79세,853,852,1,
양천구,신월7동,80~84세,603,603,-,
양천구,신월7동,85~89세,335,335,-,
양천구,신월7동,90~94세,123,123,-,
양천구,신월7동,95~99세,20,20,-,
양천구,신월7동,100세 이상,1,1,-,
양천구,신정1동,합계,19674,19568,106,
양천구,신정1동,0~4세,366,366,-,
양천구,신정1동,5~9세,1079,1077,2,
양천구,신정1동,10~14세,1663,1663,-,
양천구,신정1동,15~19세,1271,1265,6,
양천구,신정1동,20~24세,967,964,3,
양천구,신정1동,25~29세,977,965,12,
양천구,신정1동,30~34세,848,843,5,
양천구,신정1동,35~39세,932,924,8,
양천구,신정1동,40~44세,1895,1889,6,
양천구,신정1동,45~49세,1991,1976,15,
양천구,신정1동,50~54세,1734,1718,16,
양천구,신정1동,55~59세,1455,1446,9,
양천구,신정1동,60~64세,1343,1334,9,
양천구,신정1동,65~69세,1104,1096,8,
양천구,신정1동,70~74세,846,842,4,
양천구,신정1동,75~79세,573,573,-,
양천구,신정1동,80~84세,326,326,-,
양천구,신정1동,85~89세,185,185,-,
양천구,신정1동,90~94세,94,93,1,
양천구,신정1동,95~99세,20,19,1,
양천구,신정1동,100세 이상,5,4,1,
양천구,신정2동,합계,18640,18559,81,
양천구,신정2동,0~4세,288,287,1,
양천구,신정2동,5~9세,701,701,-,
양천구,신정2동,10~14세,1513,1512,1,
양천구,신정2동,15~19세,1380,1378,2,
양천구,신정2동,20~24세,1045,1040,5,
양천구,신정2동,25~29세,926,920,6,
양천구,신정2동,30~34세,815,810,5,
양천구,신정2동,35~39세,780,770,10,
양천구,신정2동,40~44세,1497,1483,14,
양천구,신정2동,45~49세,1924,1917,7,
양천구,신정2동,50~54세,1875,1867,8,
양천구,신정2동,55~59세,1464,1452,12,
양천구,신정2동,60~64세,1328,1321,7,
양천구,신정2동,65~69세,1148,1145,3,
양천구,신정2동,70~74세,798,798,-,
양천구,신정2동,75~79세,516,516,-,
양천구,신정2동,80~84세,366,366,-,
양천구,신정2동,85~89세,180,180,-,
양천구,신정2동,90~94세,76,76,-,
양천구,신정2동,95~99세,15,15,-,
양천구,신정2동,100세 이상,5,5,-,
양천구,신정3동,합계,48535,48206,329,
양천구,신정3동,0~4세,1132,1129,3,
양천구,신정3동,5~9세,1566,1556,10,
양천구,신정3동,10~14세,2229,2217,12,
양천구,신정3동,15~19세,2764,2759,5,
양천구,신정3동,20~24세,2879,2868,11,
양천구,신정3동,25~29세,2966,2955,11,
양천구,신정3동,30~34세,3017,2991,26,
양천구,신정3동,35~39세,2741,2708,33,
양천구,신정3동,40~44세,3368,3331,37,
양천구,신정3동,45~49세,3842,3811,31,
양천구,신정3동,50~54세,4781,4747,34,
양천구,신정3동,55~59세,4336,4281,55,
양천구,신정3동,60~64세,3743,3711,32,
양천구,신정3동,65~69세,3355,3336,19,
양천구,신정3동,70~74세,2318,2313,5,
양천구,신정3동,75~79세,1633,1631,2,
양천구,신정3동,80~84세,1069,1069,-,
양천구,신정3동,85~89세,540,538,2,
양천구,신정3동,90~94세,197,197,-,
양천구,신정3동,95~99세,50,50,-,
양천구,신정3동,100세 이상,9,8,1,
양천구,신정6동,합계,23978,23941,37,
양천구,신정6동,0~4세,474,473,1,
양천구,신정6동,5~9세,1246,1244,2,
양천구,신정6동,10~14세,1924,1923,1,
양천구,신정6동,15~19세,1656,1656,-,
양천구,신정6동,20~24세,1215,1214,1,
양천구,신정6동,25~29세,1237,1235,2,
양천구,신정6동,30~34세,1123,1117,6,
양천구,신정6동,35~39세,1321,1314,7,
양천구,신정6동,40~44세,2224,2215,9,
양천구,신정6동,45~49세,2378,2375,3,
양천구,신정6동,50~54세,2160,2160,-,
양천구,신정6동,55~59세,1895,1894,1,
양천구,신정6동,60~64세,1633,1631,2,
양천구,신정6동,65~69세,1362,1361,1,
양천구,신정6동,70~74세,976,976,-,
양천구,신정6동,75~79세,559,558,1,
양천구,신정6동,80~84세,294,294,-,
양천구,신정6동,85~89세,201,201,-,
양천구,신정6동,90~94세,77,77,-,
양천구,신정6동,95~99세,19,19,-,
양천구,신정6동,100세 이상,4,4,-,
양천구,신정7동,합계,28130,27972,158,
양천구,신정7동,0~4세,569,568,1,
양천구,신정7동,5~9세,983,982,1,
양천구,신정7동,10~14세,1622,1620,2,
양천구,신정7동,15~19세,1636,1635,1,
양천구,신정7동,20~24세,1318,1314,4,
양천구,신정7동,25~29세,1383,1368,15,
양천구,신정7동,30~34세,1445,1433,12,
양천구,신정7동,35~39세,1487,1465,22,
양천구,신정7동,40~44세,2140,2120,20,
양천구,신정7동,45~49세,2422,2409,13,
양천구,신정7동,50~54세,2646,2626,20,
양천구,신정7동,55~59세,2223,2207,16,
양천구,신정7동,60~64세,2268,2256,12,
양천구,신정7동,65~69세,2089,2080,9,
양천구,신정7동,70~74세,1540,1534,6,
양천구,신정7동,75~79세,1061,1057,4,
양천구,신정7동,80~84세,664,664,-,
양천구,신정7동,85~89세,429,429,-,
양천구,신정7동,90~94세,151,151,-,
양천구,신정7동,95~99세,47,47,-,
양천구,신정7동,100세 이상,7,7,-,
양천구,목5동,합계,40785,40668,117,
양천구,목5동,0~4세,720,719,1,
양천구,목5동,5~9세,2219,2216,3,
양천구,목5동,10~14세,3888,3885,3,
양천구,목5동,15~19세,3323,3322,1,
양천구,목5동,20~24세,2069,2066,3,
양천구,목5동,25~29세,1714,1693,21,
양천구,목5동,30~34세,1506,1481,25,
양천구,목5동,35~39세,1939,1924,15,
양천구,목5동,40~44세,3984,3969,15,
양천구,목5동,45~49세,4637,4625,12,
양천구,목5동,50~54세,3995,3993,2,
양천구,목5동,55~59세,2693,2683,10,
양천구,목5동,60~64세,2462,2459,3,
양천구,목5동,65~69세,2233,2231,2,
양천구,목5동,70~74세,1487,1487,-,
양천구,목5동,75~79세,932,932,-,
양천구,목5동,80~84세,494,493,1,
양천구,목5동,85~89세,303,303,-,
양천구,목5동,90~94세,144,144,-,
양천구,목5동,95~99세,39,39,-,
양천구,목5동,100세 이상,4,4,-,
양천구,신정4동,합계,32056,31364,692,
양천구,신정4동,0~4세,420,409,11,
양천구,신정4동,5~9세,578,568,10,
양천구,신정4동,10~14세,836,825,11,
양천구,신정4동,15~19세,1076,1066,10,
양천구,신정4동,20~24세,1791,1750,41,
양천구,신정4동,25~29세,3076,2992,84,
양천구,신정4동,30~34세,3018,2947,71,
양천구,신정4동,35~39세,2011,1923,88,
양천구,신정4동,40~44세,2176,2124,52,
양천구,신정4동,45~49세,2239,2181,58,
양천구,신정4동,50~54세,2707,2657,50,
양천구,신정4동,55~59세,2688,2610,78,
양천구,신정4동,60~64세,2480,2410,70,
양천구,신정4동,65~69세,2404,2368,36,
양천구,신정4동,70~74세,1880,1862,18,
양천구,신정4동,75~79세,1322,1318,4,
양천구,신정4동,80~84세,848,848,-,
양천구,신정4동,85~89세,379,379,-,
양천구,신정4동,90~94세,102,102,-,
양천구,신정4동,95~99세,19,19,-,
양천구,신정4동,100세 이상,6,6,-,
강서구,염창동,합계,41255,41105,150,
강서구,염창동,0~4세,1422,1419,3,
강서구,염창동,5~9세,1814,1812,2,
강서구,염창동,10~14세,2267,2264,3,
강서구,염창동,15~19세,2046,2041,5,
강서구,염창동,20~24세,2088,2081,7,
강서구,염창동,25~29세,2981,2954,27,
강서구,염창동,30~34세,3876,3855,21,
강서구,염창동,35~39세,3507,3477,30,
강서구,염창동,40~44세,3725,3706,19,
강서구,염창동,45~49세,3434,3424,10,
강서구,염창동,50~54세,3468,3462,6,
강서구,염창동,55~59세,2759,2749,10,
강서구,염창동,60~64세,2510,2504,6,
강서구,염창동,65~69세,2110,2110,-,
강서구,염창동,70~74세,1388,1387,1,
강서구,염창동,75~79세,914,914,-,
강서구,염창동,80~84세,523,523,-,
강서구,염창동,85~89세,290,290,-,
강서구,염창동,90~94세,110,110,-,
강서구,염창동,95~99세,21,21,-,
강서구,염창동,100세 이상,2,2,-,
강서구,등촌1동,합계,25243,24987,256,
강서구,등촌1동,0~4세,658,657,1,
강서구,등촌1동,5~9세,547,539,8,
강서구,등촌1동,10~14세,511,508,3,
강서구,등촌1동,15~19세,604,598,6,
강서구,등촌1동,20~24세,1249,1235,14,
강서구,등촌1동,25~29세,3218,3176,42,
강서구,등촌1동,30~34세,3977,3936,41,
강서구,등촌1동,35~39세,2943,2896,47,
강서구,등촌1동,40~44세,2087,2055,32,
강서구,등촌1동,45~49세,1500,1482,18,
강서구,등촌1동,50~54세,1636,1623,13,
강서구,등촌1동,55~59세,1442,1425,17,
강서구,등촌1동,60~64세,1370,1365,5,
강서구,등촌1동,65~69세,1190,1186,4,
강서구,등촌1동,70~74세,789,786,3,
강서구,등촌1동,75~79세,595,593,2,
강서구,등촌1동,80~84세,421,421,-,
강서구,등촌1동,85~89세,316,316,-,
강서구,등촌1동,90~94세,138,138,-,
강서구,등촌1동,95~99세,43,43,-,
강서구,등촌1동,100세 이상,9,9,-,
강서구,등촌2동,합계,19278,19137,141,
강서구,등촌2동,0~4세,411,409,2,
강서구,등촌2동,5~9세,459,458,1,
강서구,등촌2동,10~14세,641,639,2,
강서구,등촌2동,15~19세,742,741,1,
강서구,등촌2동,20~24세,985,977,8,
강서구,등촌2동,25~29세,1607,1591,16,
강서구,등촌2동,30~34세,1922,1904,18,
강서구,등촌2동,35~39세,1471,1446,25,
강서구,등촌2동,40~44세,1418,1402,16,
강서구,등촌2동,45~49세,1253,1245,8,
강서구,등촌2동,50~54세,1468,1456,12,
강서구,등촌2동,55~59세,1489,1479,10,
강서구,등촌2동,60~64세,1595,1585,10,
강서구,등촌2동,65~69세,1435,1429,6,
강서구,등촌2동,70~74세,1017,1012,5,
강서구,등촌2동,75~79세,695,694,1,
강서구,등촌2동,80~84세,381,381,-,
강서구,등촌2동,85~89세,190,190,-,
강서구,등촌2동,90~94세,78,78,-,
강서구,등촌2동,95~99세,18,18,-,
강서구,등촌2동,100세 이상,3,3,-,
강서구,등촌3동,합계,29124,28925,199,
강서구,등촌3동,0~4세,681,673,8,
강서구,등촌3동,5~9세,702,690,12,
강서구,등촌3동,10~14세,732,726,6,
강서구,등촌3동,15~19세,812,808,4,
강서구,등촌3동,20~24세,1140,1131,9,
강서구,등촌3동,25~29세,1814,1803,11,
강서구,등촌3동,30~34세,2525,2501,24,
강서구,등촌3동,35~39세,2163,2122,41,
강서구,등촌3동,40~44세,1980,1957,23,
강서구,등촌3동,45~49세,1645,1630,15,
강서구,등촌3동,50~54세,1961,1945,16,
강서구,등촌3동,55~59세,2181,2170,11,
강서구,등촌3동,60~64세,2742,2734,8,
강서구,등촌3동,65~69세,2845,2839,6,
강서구,등촌3동,70~74세,1902,1899,3,
강서구,등촌3동,75~79세,1333,1332,1,
강서구,등촌3동,80~84세,946,946,-,
강서구,등촌3동,85~89세,673,672,1,
강서구,등촌3동,90~94세,261,261,-,
강서구,등촌3동,95~99세,77,77,-,
강서구,등촌3동,100세 이상,9,9,-,
강서구,화곡본동,합계,32547,32062,485,
강서구,화곡본동,0~4세,450,445,5,
강서구,화곡본동,5~9세,755,745,10,
강서구,화곡본동,10~14세,1006,999,7,
강서구,화곡본동,15~19세,1065,1057,8,
강서구,화곡본동,20~24세,1721,1682,39,
강서구,화곡본동,25~29세,3527,3442,85,
강서구,화곡본동,30~34세,3691,3611,80,
강서구,화곡본동,35~39세,2383,2315,68,
강서구,화곡본동,40~44세,2573,2521,52,
강서구,화곡본동,45~49세,2315,2281,34,
강서구,화곡본동,50~54세,2535,2507,28,
강서구,화곡본동,55~59세,2353,2320,33,
강서구,화곡본동,60~64세,2297,2281,16,
강서구,화곡본동,65~69세,2168,2157,11,
강서구,화곡본동,70~74세,1513,1510,3,
강서구,화곡본동,75~79세,1085,1080,5,
강서구,화곡본동,80~84세,671,670,1,
강서구,화곡본동,85~89세,299,299,-,
강서구,화곡본동,90~94세,107,107,-,
강서구,화곡본동,95~99세,29,29,-,
강서구,화곡본동,100세 이상,4,4,-,
강서구,화곡2동,합계,17061,16754,307,
강서구,화곡2동,0~4세,259,253,6,
강서구,화곡2동,5~9세,463,454,9,
강서구,화곡2동,10~14세,596,582,14,
강서구,화곡2동,15~19세,605,603,2,
강서구,화곡2동,20~24세,864,841,23,
강서구,화곡2동,25~29세,1412,1385,27,
강서구,화곡2동,30~34세,1513,1477,36,
강서구,화곡2동,35~39세,1148,1119,29,
강서구,화곡2동,40~44세,1362,1320,42,
강서구,화곡2동,45~49세,1305,1284,21,
강서구,화곡2동,50~54세,1486,1459,27,
강서구,화곡2동,55~59세,1330,1301,29,
강서구,화곡2동,60~64세,1385,1363,22,
강서구,화곡2동,65~69세,1181,1170,11,
강서구,화곡2동,70~74세,864,861,3,
강서구,화곡2동,75~79세,649,647,2,
강서구,화곡2동,80~84세,404,401,3,
강서구,화곡2동,85~89세,177,177,-,
강서구,화곡2동,90~94세,42,41,1,
강서구,화곡2동,95~99세,13,13,-,
강서구,화곡2동,100세 이상,3,3,-,
강서구,화곡3동,합계,20953,20785,168,
강서구,화곡3동,0~4세,348,346,2,
강서구,화곡3동,5~9세,520,517,3,
강서구,화곡3동,10~14세,771,769,2,
강서구,화곡3동,15~19세,809,807,2,
강서구,화곡3동,20~24세,1056,1043,13,
강서구,화곡3동,25~29세,1776,1759,17,
강서구,화곡3동,30~34세,1726,1701,25,
강서구,화곡3동,35~39세,1315,1296,19,
강서구,화곡3동,40~44세,1466,1454,12,
강서구,화곡3동,45~49세,1537,1519,18,
강서구,화곡3동,50~54세,1626,1610,16,
강서구,화곡3동,55~59세,1523,1503,20,
강서구,화곡3동,60~64세,1606,1597,9,
강서구,화곡3동,65~69세,1778,1771,7,
강서구,화곡3동,70~74세,1266,1265,1,
강서구,화곡3동,75~79세,918,917,1,
강서구,화곡3동,80~84세,563,562,1,
강서구,화곡3동,85~89세,230,230,-,
강서구,화곡3동,90~94세,103,103,-,
강서구,화곡3동,95~99세,15,15,-,
강서구,화곡3동,100세 이상,1,1,-,
강서구,화곡4동,합계,19441,19141,300,
강서구,화곡4동,0~4세,291,286,5,
강서구,화곡4동,5~9세,404,392,12,
강서구,화곡4동,10~14세,553,548,5,
강서구,화곡4동,15~19세,618,610,8,
강서구,화곡4동,20~24세,860,835,25,
강서구,화곡4동,25~29세,1479,1455,24,
강서구,화곡4동,30~34세,1533,1511,22,
강서구,화곡4동,35~39세,1277,1243,34,
강서구,화곡4동,40~44세,1527,1496,31,
강서구,화곡4동,45~49세,1435,1404,31,
강서구,화곡4동,50~54세,1641,1618,23,
강서구,화곡4동,55~59세,1598,1576,22,
강서구,화곡4동,60~64세,1729,1696,33,
강서구,화곡4동,65~69세,1577,1562,15,
강서구,화곡4동,70~74세,1168,1160,8,
강서구,화곡4동,75~79세,852,851,1,
강서구,화곡4동,80~84세,541,540,1,
강서구,화곡4동,85~89세,255,255,-,
강서구,화곡4동,90~94세,85,85,-,
강서구,화곡4동,95~99세,17,17,-,
강서구,화곡4동,100세 이상,1,1,-,
강서구,화곡6동,합계,25907,25614,293,
강서구,화곡6동,0~4세,693,690,3,
강서구,화곡6동,5~9세,684,677,7,
강서구,화곡6동,10~14세,626,623,3,
강서구,화곡6동,15~19세,758,754,4,
강서구,화곡6동,20~24세,1313,1279,34,
강서구,화곡6동,25~29세,2817,2770,47,
강서구,화곡6동,30~34세,2951,2908,43,
강서구,화곡6동,35~39세,2207,2173,34,
강서구,화곡6동,40~44세,1872,1834,38,
강서구,화곡6동,45~49세,1684,1664,20,
강서구,화곡6동,50~54세,1809,1796,13,
강서구,화곡6동,55~59세,1801,1784,17,
강서구,화곡6동,60~64세,1957,1945,12,
강서구,화곡6동,65~69세,1806,1795,11,
강서구,화곡6동,70~74세,1260,1258,2,
강서구,화곡6동,75~79세,827,824,3,
강서구,화곡6동,80~84세,477,477,-,
강서구,화곡6동,85~89세,243,242,1,
강서구,화곡6동,90~94세,95,94,1,
강서구,화곡6동,95~99세,22,22,-,
강서구,화곡6동,100세 이상,5,5,-,
강서구,화곡8동,합계,23128,22704,424,
강서구,화곡8동,0~4세,341,327,14,
강서구,화곡8동,5~9세,458,443,15,
강서구,화곡8동,10~14세,612,604,8,
강서구,화곡8동,15~19세,713,713,-,
강서구,화곡8동,20~24세,1139,1115,24,
강서구,화곡8동,25~29세,2141,2098,43,
강서구,화곡8동,30~34세,2210,2158,52,
강서구,화곡8동,35~39세,1490,1437,53,
강서구,화곡8동,40~44세,1744,1689,55,
강서구,화곡8동,45~49세,1714,1688,26,
강서구,화곡8동,50~54세,1898,1867,31,
강서구,화곡8동,55~59세,1766,1739,27,
강서구,화곡8동,60~64세,1825,1795,30,
강서구,화곡8동,65~69세,1754,1728,26,
강서구,화곡8동,70~74세,1320,1307,13,
강서구,화곡8동,75~79세,1005,1000,5,
강서구,화곡8동,80~84세,643,642,1,
강서구,화곡8동,85~89세,258,257,1,
강서구,화곡8동,90~94세,77,77,-,
강서구,화곡8동,95~99세,18,18,-,
강서구,화곡8동,100세 이상,2,2,-,
강서구,가양1동,합계,33965,33673,292,
강서구,가양1동,0~4세,670,668,2,
강서구,가양1동,5~9세,573,571,2,
강서구,가양1동,10~14세,735,731,4,
강서구,가양1동,15~19세,849,848,1,
강서구,가양1동,20~24세,2044,2029,15,
강서구,가양1동,25~29세,5405,5351,54,
강서구,가양1동,30~34세,5873,5815,58,
강서구,가양1동,35~39세,3461,3406,55,
강서구,가양1동,40~44세,2550,2520,30,
강서구,가양1동,45~49세,1909,1881,28,
강서구,가양1동,50~54세,2113,2099,14,
강서구,가양1동,55~59세,1956,1947,9,
강서구,가양1동,60~64세,1885,1875,10,
강서구,가양1동,65~69세,1705,1698,7,
강서구,가양1동,70~74세,969,969,-,
강서구,가양1동,75~79세,587,587,-,
강서구,가양1동,80~84세,367,367,-,
강서구,가양1동,85~89세,220,219,1,
강서구,가양1동,90~94세,69,68,1,
강서구,가양1동,95~99세,20,19,1,
강서구,가양1동,100세 이상,5,5,-,
강서구,가양2동,합계,13173,13111,62,
강서구,가양2동,0~4세,201,201,-,
강서구,가양2동,5~9세,196,196,-,
강서구,가양2동,10~14세,183,183,-,
강서구,가양2동,15~19세,194,194,-,
강서구,가양2동,20~24세,381,380,1,
강서구,가양2동,25~29세,808,794,14,
강서구,가양2동,30~34세,1202,1194,8,
강서구,가양2동,35~39세,1039,1022,17,
강서구,가양2동,40~44세,749,742,7,
강서구,가양2동,45~49세,567,563,4,
강서구,가양2동,50~54세,630,627,3,
강서구,가양2동,55~59세,871,869,2,
강서구,가양2동,60~64세,1341,1336,5,
강서구,가양2동,65~69세,1636,1636,-,
강서구,가양2동,70~74세,1254,1253,1,
강서구,가양2동,75~79세,829,829,-,
강서구,가양2동,80~84세,555,555,-,
강서구,가양2동,85~89세,351,351,-,
강서구,가양2동,90~94세,150,150,-,
강서구,가양2동,95~99세,33,33,-,
강서구,가양2동,100세 이상,3,3,-,
강서구,가양3동,합계,13665,13581,84,
강서구,가양3동,0~4세,372,371,1,
강서구,가양3동,5~9세,173,172,1,
강서구,가양3동,10~14세,143,141,2,
강서구,가양3동,15~19세,213,213,-,
강서구,가양3동,20~24세,381,381,-,
강서구,가양3동,25~29세,760,758,2,
강서구,가양3동,30~34세,1534,1524,10,
강서구,가양3동,35~39세,1298,1286,12,
강서구,가양3동,40~44세,992,982,10,
강서구,가양3동,45~49세,751,740,11,
강서구,가양3동,50~54세,819,811,8,
강서구,가양3동,55~59세,917,907,10,
강서구,가양3동,60~64세,1193,1184,9,
강서구,가양3동,65~69세,1344,1340,4,
강서구,가양3동,70~74세,1094,1091,3,
강서구,가양3동,75~79세,763,762,1,
강서구,가양3동,80~84세,526,526,-,
강서구,가양3동,85~89세,280,280,-,
강서구,가양3동,90~94세,78,78,-,
강서구,가양3동,95~99세,32,32,-,
강서구,가양3동,100세 이상,2,2,-,
강서구,발산1동,합계,35316,35008,308,
강서구,발산1동,0~4세,827,826,1,
강서구,발산1동,5~9세,1311,1308,3,
강서구,발산1동,10~14세,2303,2300,3,
강서구,발산1동,15~19세,2358,2342,16,
강서구,발산1동,20~24세,2145,2140,5,
강서구,발산1동,25~29세,1972,1955,17,
강서구,발산1동,30~34세,1932,1918,14,
강서구,발산1동,35~39세,1918,1898,20,
강서구,발산1동,40~44세,2699,2675,24,
강서구,발산1동,45~49세,3286,3243,43,
강서구,발산1동,50~54세,3603,3534,69,
강서구,발산1동,55~59세,2709,2660,49,
강서구,발산1동,60~64세,2357,2319,38,
강서구,발산1동,65~69세,2098,2094,4,
강서구,발산1동,70~74세,1431,1430,1,
강서구,발산1동,75~79세,1129,1128,1,
강서구,발산1동,80~84세,684,684,-,
강서구,발산1동,85~89세,376,376,-,
강서구,발산1동,90~94세,139,139,-,
강서구,발산1동,95~99세,34,34,-,
강서구,발산1동,100세 이상,5,5,-,
강서구,공항동,합계,29783,29192,591,
강서구,공항동,0~4세,886,877,9,
강서구,공항동,5~9세,1602,1586,16,
강서구,공항동,10~14세,1430,1425,5,
강서구,공항동,15~19세,986,976,10,
강서구,공항동,20~24세,1373,1326,47,
강서구,공항동,25~29세,2274,2214,60,
강서구,공항동,30~34세,2529,2457,72,
강서구,공항동,35~39세,2452,2358,94,
강서구,공항동,40~44세,2956,2904,52,
강서구,공항동,45~49세,2284,2247,37,
강서구,공항동,50~54세,2209,2171,38,
강서구,공항동,55~59세,1959,1903,56,
강서구,공항동,60~64세,2012,1947,65,
강서구,공항동,65~69세,1736,1717,19,
강서구,공항동,70~74세,1221,1215,6,
강서구,공항동,75~79세,861,858,3,
강서구,공항동,80~84세,578,576,2,
강서구,공항동,85~89세,286,286,-,
강서구,공항동,90~94세,107,107,-,
강서구,공항동,95~99세,39,39,-,
강서구,공항동,100세 이상,3,3,-,
강서구,방화1동,합계,40924,40676,248,
강서구,방화1동,0~4세,1176,1173,3,
강서구,방화1동,5~9세,1629,1625,4,
강서구,방화1동,10~14세,2164,2160,4,
강서구,방화1동,15~19세,1983,1981,2,
강서구,방화1동,20~24세,1943,1935,8,
강서구,방화1동,25~29세,2349,2323,26,
강서구,방화1동,30~34세,2841,2805,36,
강서구,방화1동,35~39세,2850,2807,43,
강서구,방화1동,40~44세,3422,3400,22,
강서구,방화1동,45~49세,3371,3342,29,
강서구,방화1동,50~54세,3482,3464,18,
강서구,방화1동,55~59세,2883,2860,23,
강서구,방화1동,60~64세,3131,3116,15,
강서구,방화1동,65~69세,2855,2847,8,
강서구,방화1동,70~74세,2017,2012,5,
강서구,방화1동,75~79세,1368,1368,-,
강서구,방화1동,80~84세,803,802,1,
